ACTIVITY_FEES,COMMUNICATIONS_AND_IT_EXPENSE,CUSTOMER_ID,END_DATE,INTEREST_EXPENSE,INTEREST_INCOME,LAST_CUSTOMER_REPLIED_TO_OFFER_INDICATOR,LAST_CUSTOMER_REPLY_TIME,LAST_PRODUCT_OFFER_CAMPAIGN,LAST_PRODUCT_OFFER_DATE,PRODUCT_ID,PRODUCT_OFFERED_INDICATOR,PRODUCT_OWNED_INDICATOR,SENTIMENT_SCORE,START_DATE,STATUS,STATUS_DATE,STATUS_REASON
154092.12732018877,403.4304808603745,1007,2016-12-31,598.235723519726,579.769864873218,True,132,The Best Things in Life Are Not Fees,2016-12-23,RetirementBrokerage,True,True,4,2016-12-01,Active,2016-12-23,Active Client
154092.12732018877,745.9584863354412,1007,2016-12-31,456.0349394401801,232.6826875135837,True,23,Wealth Comes in Many Forms,2016-12-23,RetirementPlan,True,True,5,2016-12-01,Active,2016-12-23,Active Client
24225.11996875623,367.5625325589935,1008,2018-02-28,439.9847581535578,471.1159068305121,True,53,Now Prove It,2018-02-03,FinancialPlan,True,True,0,2018-02-01,Active,2018-02-03,Active Client
24225.11996875623,736.1430136210718,1008,2018-02-28,191.10450382828293,63.81186453358389,True,136,,2018-03-11,RetirementBrokerage,True,False,3,2018-02-01,Inactive,2018-02-03,Inactive Client
24225.11996875623,945.770596336966,1008,2018-02-28,111.88905701849899,870.33065179032,True,19,More Generous Investing,2018-02-03,RetirementPlan,True,True,1,2018-02-01,Active,2018-02-03,Active Client
24225.11996875623,406.551560072858,1008,2018-02-28,470.217387687665,757.2342642202224,True,31,Now Prove It,2018-02-03,ManagedPortfolio,True,True,0,2018-02-01,Active,2018-02-03,Active Client
33027.21746011442,692.34333166427,1009,2016-07-31,348.18700990146203,297.6957270460786,True,48,More Generous Investing,2016-07-20,FinancialPlan,True,True,5,2016-07-01,Active,2016-07-20,Active Client
33027.21746011442,928.2361183075768,1009,2016-07-31,81.2224682347809,690.9323169407087,True,141,A Loan With A View,2016-07-20,RetirementBrokerage,True,True,4,2016-07-01,Active,2016-07-20,Active Client
33027.21746011442,222.5701461256227,1009,2016-07-31,783.9743721383893,304.46555718478305,True,113,Wealth Comes in Many Forms,2016-07-20,RetirementPlan,True,True,1,2016-07-01,Active,2016-07-20,Active Client
15627.044999375086,646.1593439809117,1010,2018-09-30,820.9222867921582,517.764427773154,True,2,More Generous Investing,2018-09-05,RetirementBrokerage,True,True,0,2018-09-01,Active,2018-09-05,Active Client
15627.044999375086,875.9610140538547,1010,2018-09-30,254.6333540277107,288.73469992275403,True,147,The Best Things in Life Are Not Fees,2018-09-05,RetirementPlan,True,True,2,2018-09-01,Active,2018-09-05,Active Client
15627.044999375086,449.8805702427634,1010,2018-09-30,249.34109587538188,566.4671208343239,True,19,Now Prove It,2018-09-05,RetirementBasic,True,True,5,2018-09-01,Active,2018-09-05,Active Client
4906.277017004335,54.85613737005223,1011,2016-02-29,230.44051082957006,328.40999918920346,True,138,Now Prove It,2016-01-31,RetirementBrokerage,True,True,4,2016-01-01,Active,2016-01-31,Active Client
4906.277017004335,866.9115686673314,1011,2016-02-29,539.3051312003968,203.91525310210108,False,0.0,,2018-05-11,RetirementPlan,True,False,1,2016-01-01,Inactive,2016-01-31,Inactive Client
30794.269069432088,825.366734489193,1012,2016-04-30,578.9050079217425,842.6950744914559,True,35,More Generous Investing,2016-04-28,Savings,True,True,3,2016-04-01,Active,2016-04-28,Active Client
30794.269069432088,609.0510027556595,1012,2016-04-30,9.51477065722769,742.031977094791,False,0.0,,2017-05-19,Education,True,False,1,2016-04-01,Inactive,2016-04-28,Inactive Client
30794.269069432088,212.9028495366851,1012,2016-04-30,377.7065392336565,351.1050713739446,False,0.0,,2016-11-04,FinancialPlan,True,False,1,2016-04-01,Inactive,2016-04-28,Inactive Client
30794.269069432088,664.1484543166764,1012,2016-04-30,816.4723046943615,511.839410395973,True,78,More Generous Investing,2016-04-28,ManagedPortfolio,True,True,4,2016-04-01,Active,2016-04-28,Active Client
101049.87699434385,283.45665307254035,1013,2017-06-30,122.9679305399245,455.25754190159915,True,47,Now Prove It,2017-06-12,FinancialPlan,True,True,0,2017-06-01,Active,2017-06-12,Active Client
101049.87699434385,59.959398979645236,1013,2017-06-30,491.1767868663504,331.64813864463207,True,147,,2018-05-22,RetirementBrokerage,True,False,2,2017-06-01,Inactive,2017-06-12,Inactive Client
101049.87699434385,775.5971561392903,1013,2017-06-30,967.3155479283679,278.97277610693214,True,38,Wealth Comes in Many Forms,2017-06-12,RetirementPlan,True,True,1,2017-06-01,Active,2017-06-12,Active Client
101049.87699434385,773.431357647233,1013,2017-06-30,369.79976258011646,27.139742983401312,True,59,Wealth Comes in Many Forms,2017-06-12,ManagedPortfolio,True,True,0,2017-06-01,Active,2017-06-12,Active Client
101049.87699434385,237.16930014842995,1013,2017-06-30,753.5622071391113,531.3531937461634,False,0.0,,2017-06-13,RetirementBasic,True,False,0,2017-06-01,Inactive,2017-06-12,Inactive Client
12674.132832968678,680.1917389713389,1014,2018-02-28,267.18397690318153,359.85730841261545,True,45,More Generous Investing,2018-02-07,RetirementBrokerage,True,True,3,2018-02-01,Active,2018-02-07,Active Client
12674.132832968678,229.6640674034577,1014,2018-02-28,262.394578478253,579.9249512498147,True,51,Now Prove It,2018-02-07,RetirementPlan,True,True,4,2018-02-01,Active,2018-02-07,Active Client
12674.132832968678,390.0739724686187,1014,2018-02-28,581.4633114288067,45.65398545810661,False,0.0,,2018-08-12,ManagedPortfolio,True,False,4,2018-02-01,Inactive,2018-02-07,Inactive Client
12674.132832968678,79.89319006185957,1014,2018-02-28,890.6270102771705,137.8675362346466,True,138,Wealth Comes in Many Forms,2018-02-07,RetirementBasic,True,True,5,2018-02-01,Active,2018-02-07,Active Client
90375.0505998009,429.26360505465755,1015,2016-05-31,190.26945162848114,85.9768027884153,True,114,Now Prove It,2016-05-21,Savings,True,True,0,2016-05-01,Active,2016-05-21,Active Client
90375.0505998009,552.0301144338666,1015,2016-05-31,874.045865802779,224.56040486016448,True,36,More Generous Investing,2016-05-21,RetirementBasic,True,True,2,2016-05-01,Active,2016-05-21,Active Client
9878.543072343273,640.2320660528438,1016,2017-12-31,414.0466603187537,897.8918480742042,True,130,,2018-02-11,Cash,True,False,3,2017-12-01,Inactive,2017-12-22,Inactive Client
9878.543072343273,987.1920884652395,1016,2017-12-31,512.3342359578785,11.485221582048514,False,0.0,,2018-09-04,Brokerage,True,False,3,2017-12-01,Inactive,2017-12-22,Inactive Client
9878.543072343273,443.1467375049977,1016,2017-12-31,931.6520495108153,796.346260456822,False,0.0,,2018-03-06,Savings,True,False,1,2017-12-01,Inactive,2017-12-22,Inactive Client
9878.543072343273,616.557828371719,1016,2017-12-31,250.89045099687246,982.5637766365586,True,14,More Generous Investing,2017-12-22,FinancialPlan,True,True,4,2017-12-01,Active,2017-12-22,Active Client
9878.543072343273,855.8330241138231,1016,2017-12-31,436.9853346453975,482.5575415106689,False,0.0,,2018-04-11,RetirementBrokerage,True,False,4,2017-12-01,Inactive,2017-12-22,Inactive Client
9878.543072343273,650.3356110796967,1016,2017-12-31,20.47661876203502,532.1456102361874,True,87,Wealth Comes in Many Forms,2017-12-22,RetirementPlan,True,True,0,2017-12-01,Active,2017-12-22,Active Client
9878.543072343273,289.65842520391317,1016,2017-12-31,937.5993487309421,608.0217853847013,True,148,,2018-02-09,ManagedPortfolio,True,False,3,2017-12-01,Inactive,2017-12-22,Inactive Client
9878.543072343273,219.7436778099332,1016,2017-12-31,630.7082729718717,500.33630063400767,True,97,,2018-01-25,RetirementBasic,True,False,5,2017-12-01,Inactive,2017-12-22,Inactive Client
31913.120712635962,959.9214103161991,1017,2018-02-28,502.9482669496991,30.74382025653608,True,16,Now Prove It,2016-02-04,Savings,True,True,4,2018-02-01,Active,2018-02-03,Active Client
31913.120712635962,794.6902730614697,1017,2018-02-28,601.8938130348926,427.04237647197,True,47,Now Prove It,2016-02-04,RetirementBasic,True,True,5,2018-02-01,Active,2018-02-03,Active Client
20274.16059026918,66.74873951469363,1018,2017-10-31,366.26508965823064,160.3959408402726,False,0.0,,2018-02-05,Cash,True,False,0,2017-10-01,Inactive,2017-10-17,Inactive Client
20274.16059026918,798.2371069640228,1018,2017-10-31,145.752154221531,858.6627060955497,False,0.0,,2017-12-16,Brokerage,True,False,0,2017-10-01,Inactive,2017-10-17,Inactive Client
20274.16059026918,523.7719141776158,1018,2017-10-31,62.18764687644737,175.5844408694675,True,128,Wealth Comes in Many Forms,2017-10-17,Savings,True,True,4,2017-10-01,Active,2017-10-17,Active Client
20274.16059026918,32.901088881250786,1018,2017-10-31,612.9491771670196,95.09268315319702,False,0.0,,2018-01-05,Education,True,False,0,2017-10-01,Inactive,2017-10-17,Inactive Client
20274.16059026918,13.328345575117352,1018,2017-10-31,893.1881208715445,415.13567485273575,True,42,More Generous Investing,2017-10-17,ManagedPortfolio,True,True,5,2017-10-01,Active,2017-10-17,Active Client
20274.16059026918,270.2740517502117,1018,2017-10-31,427.0102450314837,41.51488312179179,False,0.0,,2018-06-10,RetirementBasic,True,False,5,2017-10-01,Inactive,2017-10-17,Inactive Client
10250.923820983546,589.0137523864737,1019,2016-02-29,317.9808981551884,978.405257435259,True,45,Now Prove It,2016-02-28,RetirementBrokerage,True,True,0,2016-02-01,Active,2016-02-28,Active Client
10250.923820983546,372.32577427942215,1019,2016-02-29,320.8829508476999,183.91045502459457,False,0.0,,2017-04-29,RetirementPlan,True,False,2,2016-02-01,Inactive,2016-02-28,Inactive Client
6755.421519804011,263.6912176693128,1020,2018-09-30,864.4936975686912,318.25500162476004,True,18,More Generous Investing,2018-09-14,Cash,True,True,0,2018-09-01,Active,2018-09-14,Active Client
6755.421519804011,310.0641515625606,1020,2018-09-30,929.0668390621435,797.1684907040493,False,0.0,,2018-09-28,Brokerage,True,False,2,2018-09-01,Inactive,2018-09-14,Inactive Client
6755.421519804011,580.0833676989254,1020,2018-09-30,792.9096576405576,893.1258943179432,True,94,A Loan With A View,2018-09-14,Savings,True,True,5,2018-09-01,Active,2018-09-14,Active Client
6755.421519804011,689.2261780216022,1020,2018-09-30,154.13254395226232,376.0011630918042,True,105,The Best Things in Life Are Not Fees,2018-09-14,Education,True,True,1,2018-09-01,Active,2018-09-14,Active Client
6755.421519804011,602.8491170218957,1020,2018-09-30,944.346284402836,373.2354747362275,True,82,,2018-09-18,FinancialPlan,True,False,0,2018-09-01,Inactive,2018-09-14,Inactive Client
6755.421519804011,496.78587136391434,1020,2018-09-30,75.15728298929956,46.066717203822385,False,0.0,,2018-09-15,RetirementBrokerage,True,False,5,2018-09-01,Inactive,2018-09-14,Inactive Client
53416.027751387504,841.729924578587,1021,2017-12-31,42.613592044784234,179.7853192158917,True,103,Now Prove It,2017-12-22,FinancialPlan,True,True,2,2017-12-01,Active,2017-12-22,Active Client
53416.027751387504,601.1855165050454,1021,2017-12-31,680.6349867816854,978.6713203467651,True,98,Now Prove It,2017-12-22,RetirementBrokerage,True,True,3,2017-12-01,Active,2017-12-22,Active Client
53416.027751387504,741.2295447466386,1021,2017-12-31,535.96291783928,92.19078364052535,True,71,Now Prove It,2017-12-22,RetirementPlan,True,True,2,2017-12-01,Active,2017-12-22,Active Client
53416.027751387504,191.74218080159739,1021,2017-12-31,542.6460792054489,988.5277959982084,False,0.0,,2018-03-13,ManagedPortfolio,True,False,0,2017-12-01,Inactive,2017-12-22,Inactive Client
53416.027751387504,30.063305459029678,1021,2017-12-31,563.0098315133347,106.82753610550044,True,148,,2018-01-15,RetirementBasic,True,False,5,2017-12-01,Inactive,2017-12-22,Inactive Client
15511.82789555834,785.3102034269455,1022,2017-09-30,403.48394252411356,727.9011570754727,True,131,,2018-09-09,Cash,True,False,5,2017-09-01,Inactive,2017-09-03,Inactive Client
15511.82789555834,881.2292091942697,1022,2017-09-30,120.85175323468744,325.55135526174973,True,10,More Generous Investing,2017-09-03,RetirementBrokerage,True,True,5,2017-09-01,Active,2017-09-03,Active Client
15511.82789555834,511.1034193242369,1022,2017-09-30,561.4137731788853,864.0055949995717,True,123,Wealth Comes in Many Forms,2017-09-03,RetirementPlan,True,True,4,2017-09-01,Active,2017-09-03,Active Client
15511.82789555834,927.2391181696469,1022,2017-09-30,247.3528766998863,984.3842324034764,True,4,More Generous Investing,2017-09-03,RetirementBasic,True,True,1,2017-09-01,Active,2017-09-03,Active Client
56019.987360626954,703.6968973080608,1023,2016-04-30,14.025642801505596,89.70735679865804,False,0.0,,2018-09-19,Cash,True,False,0,2016-04-01,Inactive,2016-04-24,Inactive Client
56019.987360626954,73.22454180386787,1023,2016-04-30,400.96828961094553,862.9836271057956,True,25,Wealth Comes in Many Forms,2016-04-24,Brokerage,True,True,5,2016-04-01,Active,2016-04-24,Active Client
56019.987360626954,606.7575560072572,1023,2016-04-30,401.75943036441925,639.2706477834741,True,61,Wealth Comes in Many Forms,2016-04-24,Savings,True,True,3,2016-04-01,Active,2016-04-24,Active Client
56019.987360626954,182.70639705083013,1023,2016-04-30,13.981699735833713,38.04426987582099,False,0.0,,2017-07-31,Education,True,False,4,2016-04-01,Inactive,2016-04-24,Inactive Client
56019.987360626954,786.9226582045865,1023,2016-04-30,875.4319916724415,803.3320551210138,True,24,More Generous Investing,2016-04-24,FinancialPlan,True,True,0,2016-04-01,Active,2016-04-24,Active Client
56019.987360626954,921.7157942744894,1023,2016-04-30,166.11883175635646,829.0641870154386,True,130,,2017-12-01,RetirementBrokerage,True,False,2,2016-04-01,Inactive,2016-04-24,Inactive Client
56019.987360626954,605.7728517958551,1023,2016-04-30,672.2012913478761,596.3792816802028,False,0.0,,2017-09-08,RetirementPlan,True,False,2,2016-04-01,Inactive,2016-04-24,Inactive Client
56019.987360626954,39.699500606117,1023,2016-04-30,689.0665751504928,918.9279119060104,True,121,,2017-09-14,ManagedPortfolio,True,False,1,2016-04-01,Inactive,2016-04-24,Inactive Client
71763.37665030785,64.59153378418377,1024,2016-07-31,104.88023605748509,764.8755250570318,True,13,More Generous Investing,2016-07-23,Savings,True,True,3,2016-07-01,Active,2016-07-23,Active Client
71763.37665030785,689.281717949031,1024,2016-07-31,41.594226053432116,368.06602709065606,True,75,Now Prove It,2016-07-23,Education,True,True,0,2016-07-01,Active,2016-07-23,Active Client
71763.37665030785,794.2979508439699,1024,2016-07-31,317.8702922631662,154.79360243248786,True,97,Wealth Comes in Many Forms,2016-07-23,FinancialPlan,True,True,4,2016-07-01,Active,2016-07-23,Active Client
71763.37665030785,701.8477868297865,1024,2016-07-31,950.9897065349073,675.432514461447,True,48,Now Prove It,2016-07-23,RetirementBasic,True,True,0,2016-07-01,Active,2016-07-23,Active Client
31537.45566893573,348.1446513648455,1025,2016-08-31,16.75391213113812,214.2165434497879,True,137,,2017-07-27,Cash,True,False,1,2016-08-01,Inactive,2016-08-24,Inactive Client
31537.45566893573,849.1809198507506,1025,2016-08-31,749.5417024906445,752.0569915259177,False,0.0,,2018-06-20,Brokerage,True,False,1,2016-08-01,Inactive,2016-08-24,Inactive Client
31537.45566893573,649.1824908465859,1025,2016-08-31,416.64250584108544,242.34702813079824,False,0.0,,2017-02-17,Savings,True,False,5,2016-08-01,Inactive,2016-08-24,Inactive Client
31537.45566893573,764.294727969792,1025,2016-08-31,882.1605653556276,447.93933297116484,False,0.0,,2016-11-23,Education,True,False,0,2016-08-01,Inactive,2016-08-24,Inactive Client
31537.45566893573,357.3341638437787,1025,2016-08-31,60.88936264709028,566.3071067071255,True,45,Now Prove It,2016-08-24,FinancialPlan,True,True,1,2016-08-01,Active,2016-08-24,Active Client
31537.45566893573,518.964258577445,1025,2016-08-31,609.4029110667875,185.4589499182136,False,0.0,,2016-12-17,RetirementBrokerage,True,False,2,2016-08-01,Inactive,2016-08-24,Inactive Client
31537.45566893573,74.83229500723792,1025,2016-08-31,863.9147445144689,623.3708984298157,True,14,More Generous Investing,2016-08-24,RetirementPlan,True,True,4,2016-08-01,Active,2016-08-24,Active Client
31537.45566893573,438.4286003365371,1025,2016-08-31,265.16296646905147,56.41225820049597,True,47,Wealth Comes in Many Forms,2016-08-24,ManagedPortfolio,True,True,2,2016-08-01,Active,2016-08-24,Active Client
31537.45566893573,728.5442683740271,1025,2016-08-31,517.3530970938665,963.0514834651234,True,147,,2017-08-29,RetirementBasic,True,False,4,2016-08-01,Inactive,2016-08-24,Inactive Client
665.7698084106516,258.9874808375319,1026,2018-03-31,979.0402684964691,639.0731734176743,False,0.0,,2016-09-13,Cash,True,False,0,2018-03-01,Inactive,2018-03-07,Inactive Client
665.7698084106516,512.3534317359932,1026,2018-03-31,338.9629669399188,243.18697191297434,False,0.0,,2016-10-24,Brokerage,True,False,2,2018-03-01,Inactive,2018-03-07,Inactive Client
665.7698084106516,811.1271782042841,1026,2018-03-31,899.0734460359333,246.8618530723256,True,142,,2016-10-23,Savings,True,False,2,2018-03-01,Inactive,2018-03-07,Inactive Client
665.7698084106516,799.8518047832921,1026,2018-03-31,787.3030762998509,423.9072292275671,False,0.0,,2016-08-26,Education,True,False,4,2018-03-01,Inactive,2018-03-07,Inactive Client
665.7698084106516,545.3084765521619,1026,2018-03-31,11.117096137370424,590.9687352513629,False,0.0,,2016-07-06,FinancialPlan,True,False,4,2018-03-01,Inactive,2018-03-07,Inactive Client
665.7698084106516,588.6616014566579,1026,2018-03-31,705.2095360076752,650.7474986881494,True,48,Now Prove It,2016-03-07,RetirementBrokerage,True,True,4,2018-03-01,Active,2018-03-07,Active Client
665.7698084106516,844.6352030392483,1026,2018-03-31,779.6219034985878,992.5072556086217,True,14,More Generous Investing,2016-03-07,RetirementPlan,True,True,3,2018-03-01,Active,2018-03-07,Active Client
665.7698084106516,470.6617421936576,1026,2018-03-31,676.48113817187,369.20293321168646,True,83,Now Prove It,2016-03-07,RetirementBasic,True,True,0,2018-03-01,Active,2018-03-07,Active Client
29964.406940837343,263.36608396776774,1027,2016-09-30,989.092962695816,210.0019976719374,False,0.0,,2018-08-08,Cash,True,False,0,2016-09-01,Inactive,2016-09-22,Inactive Client
29964.406940837343,225.3634699815818,1027,2016-09-30,665.9509935549959,284.1632736675045,True,4,More Generous Investing,2016-09-22,RetirementBrokerage,True,True,5,2016-09-01,Active,2016-09-22,Active Client
29964.406940837343,914.4648320953896,1027,2016-09-30,488.1718167913871,862.261378842302,True,147,The Best Things in Life Are Not Fees,2016-09-22,RetirementPlan,True,True,3,2016-09-01,Active,2016-09-22,Active Client
29964.406940837343,70.9537601943335,1027,2016-09-30,18.145511226668294,295.97175350083074,True,28,More Generous Investing,2016-09-22,RetirementBasic,True,True,1,2016-09-01,Active,2016-09-22,Active Client
12249.010491028681,432.9192688331125,1028,2017-06-30,183.02749466148123,153.49443404321005,True,9,More Generous Investing,2017-06-04,RetirementBrokerage,True,True,3,2017-06-01,Active,2017-06-04,Active Client
12249.010491028681,739.6913581802434,1028,2017-06-30,797.9523077539051,94.47262798831501,True,69,Now Prove It,2017-06-04,RetirementPlan,True,True,0,2017-06-01,Active,2017-06-04,Active Client
12249.010491028681,584.0446244171867,1028,2017-06-30,191.1649126357654,19.01920821029381,True,83,More Generous Investing,2017-06-04,RetirementBasic,True,True,4,2017-06-01,Active,2017-06-04,Active Client
43723.65810010068,330.84169449884183,1029,2016-08-31,291.92364967101196,769.6511027697552,False,0.0,,2018-02-08,Cash,True,False,4,2016-08-01,Inactive,2016-08-28,Inactive Client
43723.65810010068,435.1720456143908,1029,2016-08-31,485.67218340278083,961.665703960756,True,27,Now Prove It,2016-08-28,FinancialPlan,True,True,2,2016-08-01,Active,2016-08-28,Active Client
43723.65810010068,493.25744395651424,1029,2016-08-31,581.8834749665871,878.4489114370069,True,108,The Best Things in Life Are Not Fees,2016-08-28,RetirementBrokerage,True,True,1,2016-08-01,Active,2016-08-28,Active Client
43723.65810010068,569.0859458868082,1029,2016-08-31,340.0225398554405,665.744476759103,True,37,The Best Things in Life Are Not Fees,2016-08-28,RetirementPlan,True,True,1,2016-08-01,Active,2016-08-28,Active Client
43723.65810010068,491.6507198952661,1029,2016-08-31,970.4475508861045,230.9241021746527,False,0.0,,2017-11-05,ManagedPortfolio,True,False,1,2016-08-01,Inactive,2016-08-28,Inactive Client
43723.65810010068,759.686635066374,1029,2016-08-31,859.8103918245421,438.74436406948035,True,133,,2017-08-23,RetirementBasic,True,False,0,2016-08-01,Inactive,2016-08-28,Inactive Client
3427.916517222731,593.159982419411,1030,2017-06-30,967.2267505929046,264.1912089762136,True,43,More Generous Investing,2017-06-16,Savings,True,True,5,2017-06-01,Active,2017-06-16,Active Client
3427.916517222731,124.09830619420143,1030,2017-06-30,671.5084253776116,684.5195677044511,False,0.0,,2018-03-25,Education,True,False,0,2017-06-01,Inactive,2017-06-16,Inactive Client
46360.617351516266,296.22320790710864,1031,2016-12-31,112.99193248358519,362.1846104169959,True,32,More Generous Investing,2016-12-22,FinancialPlan,True,True,0,2016-12-01,Active,2016-12-22,Active Client
46360.617351516266,180.25106667517483,1031,2016-12-31,321.0216505510566,731.2664182988087,True,60,Now Prove It,2016-12-22,RetirementBrokerage,True,True,1,2016-12-01,Active,2016-12-22,Active Client
