ACQUISITION_COST,AGE_RANGE,ANNUAL_INCOME,BIRTH_YEAR,CONTACT_PREFERENCE,CREDIT_AUTHORITY_LEVEL,CREDIT_SCORE,CURRENT_EMPLOYMENT_START_DATE,CUSTOMER_BEHAVIOR,CUSTOMER_ID,DATE_FIRST_ACCOUNT_OPENED,DATE_LAST_ACCOUNT_OPENED,EDUCATION_LEVEL,EFFECTIVE_DATE,EMPLOYMENT_STATUS,FAMILY_SIZE,GENDER,HEAD_OF_HOUSEHOLD_INDICATOR,HOME_OWNER_INDICATOR,IMPORTANCE_LEVEL_CODE,INTERNET_BANKING_INDICATOR,LOYALTY_RATING_CODE,MARITAL_STATUS,MARKET_GROUP,MONTHLY_HOUSING_COST,MONTHLY_NET_INCOME,NUMBER_OF_DEPENDENT_CHILDREN,PREFERRED_COMMUNICATION_FORM,PRIMARY_SPOKEN_LANGUAGE,PRIMARY_WRITTEN_LANGUAGE,PROFESSION,PURSUIT,REFERRALS_VALUE_CODE,RELATIONSHIP_START_DATE,RETIREMENT_AGE,SATISFACTION_RATING_FROM_SURVEY,SPECIAL_TERMS_INDICATOR,STATUS,STATUS_DATE,WALLET_SHARE_PERCENTAGE
97.85055240097891,40 to 55,94093.0,1967,email,Low,790.1705031178262,2015-04-01,Growth,1032,2018-07-24,2018-07-24,University,2018-07-24,Employed,4,Male,True,TRUE,High priority,True,59503,Married,Accumulating,1411.3949999999998,4704.65,2,Teleconference,English,English,Data Scientist,Estate Planning,Medium,2018-07-24,67,satisfied,False,Active,2018-07-24,53
47.251012188291334,65 and over,132499.0,1942,none,Very High,764.5171923457988,2016-10-15,Aggressive,1033,2017-03-13,2017-03-13,Professional,2017-03-13,Selfemployed,1,Female,True,FALSE,Normal priority,False,77637,Divorced,Spending,1987.485,6624.95,0,In Person,English,English,Software Developer,Retirement Planning,Very High,2017-03-13,67,very satisfied,False,Active,2017-03-13,23
98.64040607487432,55 to 65,131605.0,1952,none,Low,723.5465876269609,2015-06-22,Growth,1034,2016-09-23,2016-09-23,PhD,2018-09-23,Retired,2,Male,True,TRUE,High priority,False,116342,Married,Accumulating,1974.0749999999998,6580.25,0,Other,English,English,Professor,Increase Net Worth,Low,2016-09-23,67,very satisfied,True,Inactive,2018-09-23,74
68.74541629774704,40 to 55,92264.0,1967,email,Low,732.9574342254883,2014-09-04,Growth,1035,2016-04-10,2016-04-10,University,2016-04-10,Employed,4,Male,True,TRUE,High priority,False,123695,Married,Accumulating,1383.9599999999998,4613.2,2,Teleconference,English,English,Data Scientist,Estate Planning,High,2016-04-10,67,satisfied,True,Active,2016-04-10,14
48.28454664361519,65 and over,104688.0,1949,none,Very Low,682.4265811106214,2015-03-20,Growth,1036,2017-03-21,2017-03-21,PhD,2017-03-21,Homemaker,1,Female,True,TRUE,High priority,False,131850,Single,Accumulating,1570.32,5234.4,0,Other,English,English,Professor,Increase Net Worth,Low,2017-03-21,67,very satisfied,True,Active,2017-03-21,5
47.76649733927703,65 and over,141340.0,1934,mail,Very High,724.7040334869794,2014-03-16,Aggressive,1037,2016-02-10,2016-02-10,Professional,2016-02-10,Selfemployed,1,Female,True,FALSE,Normal priority,False,66148,Divorced,Gifting,2120.1,7067.0,0,Video Conference,English,English,Software Developer,Retirement Planning,Low,2016-02-10,67,very dissatisfied,True,Active,2016-02-10,32
48.554069505662696,65 and over,66563.0,1994,none,Very High,735.2630288510645,2015-07-28,Conserviti,1038,2016-01-11,2016-01-11,High School,2016-01-11,Unemployed,3,Male,True,TRUE,Low priority,True,101827,Married,Starting,998.4449999999998,3328.1499999999996,1,Email,English,English,Trades person,Education Planning,Very High,2016-01-11,67,neutral,True,Active,2016-01-11,39
70.71776238175069,30 to 40,123111.25,1982,none,Medium,668.0098171290512,2017-03-16,Moderate,1039,2016-09-13,2016-09-13,College,2018-09-13,Employed,2,Female,True,TRUE,Low priority,True,101227,Single,Accumulating,1846.6687499999998,6155.5625,1,Email,English,English,Physician,Capital Acquisition,Low,2016-09-13,67,satisfied,True,Inactive,2018-09-13,3
30.138439405623718,40 to 55,81740.0,1974,phone,Medium,690.4525224289895,2015-11-10,Moderate,1040,2016-08-01,2016-08-01,College,2016-08-01,Employed,4,Male,True,TRUE,Low priority,True,132830,Married,Accumulating,1226.1,4087.0,2,Email,English,English,Physician,Capital Acquisition,Medium,2016-08-01,67,satisfied,False,Active,2016-08-01,50
2.3346374340441076,40 to 55,130459.0,1973,email,Low,666.0648005075883,2014-03-27,Growth,1041,2016-02-14,2016-02-14,College,2016-02-14,Employed,4,Male,True,FALSE,High priority,True,109278,Married,Accumulating,1956.8849999999998,6522.95,2,Teleconference,English,English,Data Scientist,Estate Planning,Very High,2016-02-14,67,satisfied,False,Active,2016-02-14,25
81.120930427328,55 to 65,81521.0,1954,phone,Low,653.3548216744058,2016-04-19,Growth,1042,2017-06-13,2017-06-13,PhD,2017-06-13,Employed,2,Female,True,TRUE,High priority,True,103109,Married,Accumulating,1222.8149999999998,4076.0499999999997,0,Teleconference,English,English,Data Scientist,Estate Planning,Very High,2017-06-13,67,satisfied,True,Active,2017-06-13,26
94.46636315849378,30 to 40,60707.0,1981,mail,High,685.3606623881105,2015-03-31,Conserviti,1043,2017-12-18,2017-12-18,College,2017-12-18,Employed,3,Male,True,TRUE,Low priority,False,70004,Married,Accumulating,910.6049999999999,3035.35,1,Email,English,English,Lawyer,Capital Acquisition,Medium,2017-12-18,67,neutral,False,Active,2017-12-18,41
64.93943831331035,65 and over,181128.75,1934,phone,Very High,794.0610722478673,2017-03-01,Aggressive,1044,2016-06-23,2016-06-23,Professional,2018-06-23,Selfemployed,2,Male,True,FALSE,Normal priority,True,67517,Married,Gifting,2716.93125,9056.4375,0,Video Conference,English,English,Software Developer,Retirement Planning,Very High,2016-06-23,67,very dissatisfied,False,Inactive,2018-06-23,50
22.148968478781423,30 to 40,55820.0,1985,email,Very High,744.6934885190786,2014-04-06,Conserviti,1045,2016-08-28,2016-08-28,High School,2016-08-28,Employed,3,Male,True,TRUE,Low priority,False,72224,Married,Starting,837.3,2791.0,1,Email,English,English,Lawyer,Education Planning,Very High,2016-08-28,67,neutral,False,Active,2016-08-28,66
2.784354960609881,23 to 30,83764.0,1992,phone,High,768.4419503878698,2016-09-23,Moderate,1046,2018-07-23,2018-07-23,High School,2018-07-23,Unemployed,3,Male,True,TRUE,Low priority,True,107609,Married,Accumulating,1256.4599999999998,4188.2,1,Email,English,English,Lawyer,Capital Acquisition,Medium,2018-07-23,67,neutral,False,Active,2018-07-23,43
4.278374435448725,30 to 40,55935.0,1985,none,Very High,675.2799280037304,2015-08-21,Conserviti,1047,2018-02-05,2018-02-05,High School,2018-02-05,Employed,3,Male,True,TRUE,Low priority,True,75046,Married,Starting,839.025,2796.75,1,Email,English,English,Lawyer,Education Planning,Very High,2018-02-05,67,neutral,True,Active,2018-02-05,48
57.78446184212178,55 to 65,92944.0,1958,phone,Low,774.48000400623,2017-07-10,Growth,1048,2018-08-20,2018-08-20,University,2018-08-20,Homemaker,4,Female,True,TRUE,High priority,False,90369,Married,Accumulating,1394.1599999999999,4647.2,2,Teleconference,English,English,Data Scientist,Philanthropy,Low,2018-08-20,67,satisfied,True,Active,2018-08-20,15
80.85129158106305,40 to 55,73451.0,1962,phone,Medium,750.3790394054033,2016-08-31,Growth,1049,2017-05-20,2017-05-20,University,2017-05-20,Employed,4,Female,True,TRUE,High priority,False,139096,Married,Accumulating,1101.7649999999999,3672.5499999999997,2,Email,English,English,Accountant,Estate Planning,Medium,2017-05-20,67,satisfied,True,Active,2017-05-20,62
82.15294087368702,65 and over,118578.0,1950,mail,Very Low,720.300670460342,2015-11-19,Growth,1050,2017-06-01,2017-06-01,PhD,2017-06-01,Homemaker,2,Female,True,FALSE,High priority,False,126524,Married,Accumulating,1778.67,5928.900000000001,0,Other,English,English,Professor,Increase Net Worth,Very High,2017-06-01,67,very satisfied,False,Active,2017-06-01,14
40.8762086964504,65 and over,138777.0,1950,none,Very High,720.5992727502239,2015-07-20,Aggressive,1051,2018-09-04,2018-09-04,PhD,2018-09-04,Homemaker,2,Female,False,FALSE,Normal priority,False,108991,Married,Spending,2081.6549999999997,6938.849999999999,0,In Person,English,English,Professor,Increase Net Worth,Very Low,2018-09-04,67,very satisfied,False,Active,2018-09-04,67
9.107289980781763,40 to 55,79203.0,1976,phone,Medium,676.7296218801064,2015-02-12,Moderate,1052,2017-05-17,2017-05-17,College,2017-05-17,Employed,4,Male,True,TRUE,Low priority,True,142738,Married,Accumulating,1188.0449999999998,3960.1499999999996,2,Email,English,English,Physician,Capital Acquisition,Low,2017-05-17,67,satisfied,False,Active,2017-05-17,31
19.080634916377466,40 to 55,96646.0,1975,none,Medium,765.3674354370302,2015-06-09,Growth,1053,2017-11-01,2017-11-01,College,2017-11-01,Employed,4,Male,True,TRUE,High priority,False,142324,Married,Accumulating,1449.69,4832.3,2,Email,English,English,Accountant,Estate Planning,High,2017-11-01,67,satisfied,True,Active,2017-11-01,58
22.950249104956555,40 to 55,90784.0,1973,mail,Medium,753.813629346532,2014-11-05,Growth,1054,2016-05-05,2016-05-05,College,2016-05-05,Employed,4,Male,True,TRUE,High priority,True,124434,Married,Accumulating,1361.76,4539.2,2,Email,English,English,Accountant,Estate Planning,Low,2016-05-05,67,satisfied,True,Active,2016-05-05,67
35.993586880357974,23 to 30,50829.0,1992,phone,Very High,693.6889283553578,2014-12-09,Conserviti,1055,2016-01-03,2016-01-03,High School,2016-01-03,Employed,3,Male,True,TRUE,Low priority,False,47240,Married,Starting,762.435,2541.45,1,Email,English,English,Lawyer,Education Planning,Medium,2016-01-03,67,neutral,True,Active,2016-01-03,39
5.884087798637607,55 to 65,102133.0,1958,phone,Low,673.9590407259647,2015-02-18,Growth,1056,2016-10-18,2016-10-18,PhD,2016-10-18,Homemaker,4,Female,True,TRUE,High priority,False,49931,Married,Accumulating,1531.995,5106.65,2,Teleconference,English,English,Data Scientist,Increase Net Worth,Very High,2016-10-18,67,very satisfied,True,Active,2016-10-18,16
98.30310939895882,65 and over,110720.0,1943,none,Very High,735.5682690581422,2015-02-27,Aggressive,1057,2016-05-19,2016-05-19,Professional,2016-05-19,Retired,1,Female,True,FALSE,Normal priority,True,128606,Divorced,Spending,1660.8,5536.0,0,In Person,English,English,Professor,Increase Net Worth,Low,2016-05-19,67,very satisfied,False,Active,2016-05-19,45
46.82328908829342,55 to 65,117441.0,1960,none,Low,681.4267055828175,2014-11-22,Growth,1058,2016-06-24,2016-06-24,University,2016-06-24,Employed,4,Female,True,TRUE,High priority,True,114890,Married,Accumulating,1761.6149999999998,5872.049999999999,2,Teleconference,English,English,Data Scientist,Increase Net Worth,Medium,2016-06-24,67,very satisfied,True,Active,2016-06-24,7
8.964453677289535,30 to 40,52758.0,1986,mail,Very High,733.793387306559,2016-08-06,Conserviti,1059,2018-03-13,2018-03-13,High School,2018-03-13,Unemployed,3,Male,True,TRUE,Low priority,True,120793,Married,Starting,791.37,2637.9,1,Email,English,English,Trades person,Education Planning,Very High,2018-03-13,67,neutral,False,Active,2018-03-13,8
55.617741818950165,65 and over,129531.25,1941,email,Very Low,683.7561805537406,2016-10-15,Growth,1060,2016-03-09,2016-03-09,Professional,2018-03-09,Retired,2,Male,True,TRUE,Normal priority,False,46239,Married,Accumulating,1942.96875,6476.5625,0,In Person,English,English,Professor,Increase Net Worth,Medium,2016-03-09,67,very satisfied,True,Inactive,2018-03-09,45
96.26274127198188,40 to 55,107075.0,1972,mail,Low,667.696023477008,2015-06-09,Growth,1061,2017-07-24,2017-07-24,College,2017-07-24,Employed,4,Male,False,TRUE,High priority,False,121514,Married,Accumulating,1606.125,5353.75,2,Email,English,English,Accountant,Estate Planning,High,2017-07-24,67,satisfied,False,Active,2017-07-24,74
9.78359990800876,65 and over,141364.0,1939,email,Very High,794.218446263677,2014-02-02,Aggressive,1062,2016-06-12,2016-06-12,Professional,2016-06-12,Retired,1,Female,True,FALSE,Normal priority,True,73790,Divorced,Gifting,2120.46,7068.2,0,In Person,English,English,Software Developer,Retirement Planning,Very High,2016-06-12,67,very satisfied,False,Active,2016-06-12,6
24.66892317995529,40 to 55,80413.75,1965,none,Medium,705.8357166895587,2016-02-18,Moderate,1063,2016-02-18,2016-02-18,University,2018-02-17,Employed,4,Female,True,TRUE,High priority,False,119610,Married,Accumulating,1206.20625,4020.6875,2,Email,English,English,Accountant,Estate Planning,High,2016-02-18,67,satisfied,False,Inactive,2018-02-17,65
76.11431220815761,65 and over,144531.0,1934,mail,Very High,759.0233916064108,2015-11-17,Aggressive,1064,2016-02-13,2016-02-13,Professional,2016-02-13,Selfemployed,1,Female,True,FALSE,Normal priority,True,103733,Divorced,Gifting,2167.9649999999997,7226.549999999999,0,Video Conference,English,English,Software Developer,Retirement Planning,Very High,2016-02-13,67,very dissatisfied,False,Active,2016-02-13,2
77.02201170905072,55 to 65,121351.0,1956,phone,Very Low,795.0683337793588,2015-12-18,Growth,1065,2017-10-12,2017-10-12,PhD,2017-10-12,Homemaker,1,Female,True,FALSE,High priority,False,86428,Single,Accumulating,1820.2649999999996,6067.549999999999,0,In Person,English,English,Professor,Increase Net Worth,Very Low,2017-10-12,67,very satisfied,True,Active,2017-10-12,3
89.87171866777298,40 to 55,127807.0,1974,email,Low,676.6028289330498,2014-04-30,Growth,1066,2016-11-30,2016-11-30,College,2016-11-30,Employed,4,Male,False,FALSE,High priority,False,133342,Married,Accumulating,1917.1049999999998,6390.349999999999,2,Teleconference,English,English,Data Scientist,Estate Planning,Low,2016-11-30,67,satisfied,True,Active,2016-11-30,12
84.8412991349996,65 and over,107645.0,1938,none,Very High,748.2297954927798,2015-08-19,Aggressive,1067,2016-05-03,2016-05-03,Professional,2016-05-03,Retired,1,Female,True,FALSE,Normal priority,True,103813,Divorced,Spending,1614.675,5382.25,0,In Person,English,English,Professor,Increase Net Worth,Very High,2016-05-03,67,very satisfied,True,Active,2016-05-03,45
73.95616126900354,30 to 40,95989.0,1980,email,Medium,717.2632892663316,2015-05-19,Moderate,1068,2016-10-17,2016-10-17,College,2016-10-17,Employed,3,Male,True,TRUE,Low priority,False,89885,Married,Accumulating,1439.8349999999998,4799.45,1,Email,English,English,Accountant,Estate Planning,Low,2016-10-17,67,satisfied,False,Active,2016-10-17,30
67.0006678551128,65 and over,141136.0,1946,email,Very High,695.6354826174975,2016-04-07,Aggressive,1069,2017-03-14,2017-03-14,PhD,2017-03-14,Retired,1,Female,True,FALSE,Normal priority,True,134640,Single,Spending,2117.0399999999995,7056.799999999999,0,In Person,English,English,Professor,Increase Net Worth,Very High,2017-03-14,67,very satisfied,True,Active,2017-03-14,67
8.786788069513573,40 to 55,113531.0,1966,none,Low,773.242769957948,2015-09-03,Growth,1070,2016-01-11,2016-01-11,University,2016-01-11,Employed,4,Male,True,TRUE,High priority,False,88898,Married,Accumulating,1702.9649999999997,5676.549999999999,2,Teleconference,English,English,Data Scientist,Estate Planning,High,2016-01-11,67,satisfied,False,Active,2016-01-11,69
