"ACQUISITION_COST","AGE_RANGE","ANNUAL_INCOME","BIRTH_YEAR","CONTACT_PREFERENCE","CREDIT_AUTHORITY_LEVEL","CREDIT_SCORE","CURRENT_EMPLOYMENT_START_DATE","CUSTOMER_BEHAVIOR","CUSTOMER_ID","DATE_FIRST_ACCOUNT_OPENED","DATE_LAST_ACCOUNT_OPENED","EDUCATION_LEVEL","EFFECTIVE_DATE","EMPLOYMENT_STATUS","FAMILY_SIZE","GENDER","HEAD_OF_HOUSEHOLD_INDICATOR","HOME_OWNER_INDICATOR","IMPORTANCE_LEVEL_CODE","INTERNET_BANKING_INDICATOR","LOYALTY_RATING_CODE","MARITAL_STATUS","MARKET_GROUP","MONTHLY_HOUSING_COST","MONTHLY_NET_INCOME","NUMBER_OF_DEPENDENT_CHILDREN","PREFERRED_COMMUNICATION_FORM","PRIMARY_SPOKEN_LANGUAGE","PRIMARY_WRITTEN_LANGUAGE","PROFESSION","PURSUIT","REFERRALS_VALUE_CODE","RELATIONSHIP_START_DATE","RETIREMENT_AGE","SATISFACTION_RATING_FROM_SURVEY","SPECIAL_TERMS_INDICATOR","STATUS","STATUS_DATE","WALLET_SHARE_PERCENTAGE","ASSETS","FUNDS_UNDER_MANAGEMENT","TOP_SPENDING_CATEGORY"
"74.55407223167967","40 to 55","77931.25","1963","phone","Medium","765.9930782511649","2016-12-31","Moderate","1990","2016-09-01","2016-09-01","University","2018-09-01","Employed","4","Male","1","1","High priority","1","92375","Married","Accumulating","1168.96875","3896.5625","2","Email","English","English","Accountant","Estate Planning","High","2016-09-01","67","satisfied","0","Inactive","2018-09-01","64","107758","1250000","Utilities"
"49.14239328764596","40 to 55","81623.0","1969","mail","Medium","668.0746072232233","2017-03-22","Moderate","1139","2018-02-07","2018-02-07","University","2018-02-07","Employed","4","Male","1","1","High priority","0","118676","Married","Accumulating","1224.3449999999998","4081.15","2","Email","English","English","Accountant","Estate Planning","Very High","2018-02-07","67","satisfied","1","Active","2018-02-07","61","128076","1250000","Personal"
"90.66154435209715","30 to 40","80546.0","1985","none","High","769.663250718679","2015-10-17","Moderate","1143","2017-10-17","2017-10-17","High School","2017-10-17","Employed","3","Male","0","1","Low priority","0","126468","Married","Accumulating","1208.1899999999996","4027.3","1","Email","English","English","Lawyer","Capital Acquisition","Medium","2017-10-17","67","neutral","1","Active","2017-10-17","43","107210","100000","Recreation"
"88.79681554313356","65 and over","124901.0","1945","email","Very High","678.6761156839161","2016-01-13","Aggressive","1270","2018-09-14","2018-09-14","Professional","2018-09-14","Retired","1","Female","1","0","Normal priority","0","75313","Divorced","Spending","1873.515","6245.049999999998","0","In Person","English","English","Professor","Increase Net Worth","Very High","2018-09-14","67","very satisfied","0","Active","2018-09-14","56","215179","750000","Savings"
"4.370604740926744","55 to 65","134035.0","1953","none","Very High","686.5426509965757","2015-10-19","Aggressive","1303","2017-11-01","2017-11-01","PhD","2017-11-01","Homemaker","2","Female","1","0","Normal priority","1","46727","Married","Spending","2010.525","6701.75","0","In Person","English","English","Professor","Increase Net Worth","Very High","2017-11-01","67","very satisfied","0","Active","2017-11-01","49","214319","750000","Transportaion"
"90.05554571695903","65 and over","73786.0","1949","none","Low","765.2705653512887","2014-03-04","Growth","1322","2016-05-04","2016-05-04","PhD","2016-05-04","Homemaker","1","Female","1","1","High priority","0","99542","Single","Accumulating","1106.79","3689.3","0","Teleconference","English","English","Data Scientist","Increase Net Worth","Medium","2016-05-04","67","very satisfied","0","Active","2016-05-04","44","138601","150000","Transportaion"
"56.67356021130681","65 and over","172423.75","1934","email","Very High","775.6840765385907","2015-03-29","Aggressive","1339","2016-05-06","2016-05-06","Professional","2018-05-06","Selfemployed","2","Male","1","0","Normal priority","0","79052","Married","Gifting","2586.35625","8621.1875","0","Video Conference","English","English","Software Developer","Retirement Planning","Very High","2016-05-06","67","very dissatisfied","0","Inactive","2018-05-06","6","245092","1250000","Uncategorized"
"65.07516861545209","55 to 65","84929.0","1956","none","Low","695.6682830855632","2015-08-06","Growth","1352","2018-06-23","2018-06-23","PhD","2018-06-23","Homemaker","1","Female","1","1","High priority","0","139492","Single","Accumulating","1273.935","4246.45","0","Teleconference","English","English","Data Scientist","Increase Net Worth","High","2018-06-23","67","very satisfied","0","Active","2018-06-23","73","146235","150000","Health"
"1.25280585763295","23 to 30","114583.75","1989","email","High","694.8345053501782","2016-10-09","Moderate","1618","2016-08-14","2016-08-14","High School","2018-08-14","Unemployed","2","Female","1","1","Low priority","1","133306","Divorced","Accumulating","1718.75625","5729.1875","1","Email","English","English","Lawyer","Capital Acquisition","Very High","2016-08-14","67","neutral","0","Inactive","2018-08-14","61","115934","100000","Recreation"
"77.00601602732691","65 and over","99616.0","1949","mail","Low","665.5572673655643","2015-02-09","Growth","1650","2016-08-24","2016-08-24","PhD","2016-08-24","Retired","1","Female","0","1","High priority","0","101692","Divorced","Accumulating","1494.24","4980.8","0","In Person","English","English","Professor","Increase Net Worth","Very High","2016-08-24","67","very satisfied","1","Active","2016-08-24","34","179061","180000","Transportaion"
"58.08491306478077","30 to 40","103052.0","1979","mail","Medium","790.7637939707878","2016-06-07","Growth","1699","2017-06-16","2017-06-16","College","2017-06-16","Employed","3","Male","1","1","High priority","1","80046","Married","Accumulating","1545.7799999999993","5152.5999999999985","1","Email","English","English","Physician","Capital Acquisition","High","2017-06-16","67","satisfied","1","Active","2017-06-16","1","141565","1250000","Housing"
"65.16106790522349","40 to 55","75107.0","1964","phone","Medium","651.5327279241245","2014-02-05","Growth","1903","2016-07-21","2016-07-21","University","2016-07-21","Homemaker","4","Female","1","1","High priority","1","106330","Married","Accumulating","1126.605","3755.35","2","Teleconference","English","English","Data Scientist","Estate Planning","Very Low","2016-07-21","67","satisfied","1","Active","2016-07-21","47","129645","1250000","Utilities"
"90.95381970603414","55 to 65","87284.0","1952","email","Low","784.3420292567997","2015-07-14","Growth","1265","2016-05-21","2016-05-21","PhD","2016-05-21","Retired","1","Female","1","1","High priority","0","115285","Single","Accumulating","1309.26","4364.2","0","Other","English","English","Professor","Increase Net Worth","Very Low","2016-05-21","67","very satisfied","1","Active","2016-05-21","13","159187","180000","Transportaion"
"46.44948051505328","30 to 40","71857.0","1985","phone","High","762.003491610758","2015-05-13","Moderate","1884","2017-01-20","2017-01-20","High School","2017-01-20","Employed","3","Male","1","1","Low priority","0","61707","Married","Accumulating","1077.855","3592.85","1","Email","English","English","Lawyer","Capital Acquisition","Very High","2017-01-20","67","neutral","0","Active","2017-01-20","19","94510","300000","Recreation"
"47.6210703507464","23 to 30","128425.0","1990","mail","Medium","738.4149565852736","2016-06-11","Moderate","1975","2016-07-14","2016-07-14","High School","2018-07-14","Unemployed","2","Female","0","1","Low priority","0","68486","Divorced","Accumulating","1926.375","6421.25","1","Email","English","English","Lawyer","Capital Acquisition","High","2016-07-14","67","neutral","1","Inactive","2018-07-14","37","131047","100000","Recreation"
"99.5962652494","65 and over","129858.0","1938","mail","Very High","720.156886238496","2015-09-20","Aggressive","1223","2016-08-13","2016-08-13","Professional","2016-08-13","Retired","1","Female","1","0","Normal priority","0","117161","Divorced","Spending","1947.87","6492.9000000000015","0","In Person","English","English","Software Developer","Retirement Planning","Medium","2016-08-13","67","very satisfied","0","Active","2016-08-13","54","225891","1250000","Giving"
"2.1083017049809727","40 to 55","110447.0","1967","mail","Low","761.2588419221768","2015-01-02","Growth","1977","2016-04-06","2016-04-06","University","2016-04-06","Employed","4","Male","1","1","High priority","1","46200","Married","Accumulating","1656.7049999999995","5522.3499999999985","2","Teleconference","English","English","Data Scientist","Increase Net Worth","Very Low","2016-04-06","67","very satisfied","0","Active","2016-04-06","43","173073","180000","Personal"
"57.318402167235796","40 to 55","117178.0","1966","phone","Low","654.2358559341852","2016-01-02","Growth","1157","2018-07-24","2018-07-24","University","2018-07-24","Employed","4","Male","1","1","High priority","0","49769","Married","Accumulating","1757.67","5858.9000000000015","2","Teleconference","English","English","Data Scientist","Philanthropy","Very High","2018-07-24","67","satisfied","1","Active","2018-07-24","7","177742","180000","Personal"
"35.362884573152904","55 to 65","100525.0","1954","none","Low","739.1069058839254","2016-02-28","Growth","1466","2016-01-23","2016-01-23","PhD","2018-01-22","Retired","2","Male","1","1","High priority","1","89033","Married","Accumulating","1507.875","5026.25","0","Teleconference","English","English","Data Scientist","Increase Net Worth","Very Low","2016-01-23","67","very satisfied","0","Inactive","2018-01-22","50","147542","150000","Transportaion"
"47.7661474441402","30 to 40","110266.0","1978","mail","Low","697.974797999983","2014-08-12","Growth","1718","2016-04-23","2016-04-23","College","2016-04-23","Employed","3","Male","1","1","High priority","1","67491","Married","Accumulating","1653.9899999999998","5513.299999999998","1","Email","English","English","Accountant","Estate Planning","Low","2016-04-23","67","satisfied","0","Active","2016-04-23","4","155327","150000","Housing"
"12.339060215676062","30 to 40","112496.0","1980","email","Low","762.8555797782102","2015-02-15","Growth","1766","2017-12-22","2017-12-22","College","2017-12-22","Employed","3","Male","1","1","High priority","0","86082","Married","Accumulating","1687.4399999999996","5624.799999999998","1","Email","English","English","Accountant","Estate Planning","High","2017-12-22","67","satisfied","0","Active","2017-12-22","3","154717","150000","Recreation"
"49.25893653819299","65 and over","141246.0","1938","email","Very High","774.6650728867497","2015-03-17","Aggressive","1787","2016-02-10","2016-02-10","Professional","2016-02-10","Retired","1","Female","1","0","Normal priority","1","64963","Single","Gifting","2118.69","7062.299999999998","0","In Person","English","English","Software Developer","Retirement Planning","Very High","2016-02-10","67","very satisfied","1","Active","2016-02-10","60","239867","1250000","Giving"
"42.37402031789205","30 to 40","49226.0","1983","email","Very High","785.273904548694","2015-06-06","Conserviti","1888","2016-03-25","2016-03-25","College","2016-03-25","Employed","3","Male","1","1","Low priority","0","61002","Married","Starting","738.3899999999999","2461.3","1","Email","English","English","Lawyer","Capital Acquisition","Very High","2016-03-25","67","neutral","0","Active","2016-03-25","18","70526","300000","Recreation"
"5.006556788437145","65 and over","122032.0","1937","mail","Very High","742.3504223709705","2016-07-12","Aggressive","1005","2017-11-01","2017-11-01","Professional","2017-11-01","Retired","1","Female","1","0","Normal priority","0","112311","Single","Spending","1830.48","6101.5999999999985","0","In Person","English","English","Professor","Increase Net Worth","Medium","2017-11-01","67","very satisfied","1","Active","2017-11-01","8","213995","1250000","Giving"
"46.40448283471492","55 to 65","117516.0","1956","none","Very Low","701.7882671771332","2016-04-12","Growth","1016","2017-12-22","2017-12-22","PhD","2017-12-22","Homemaker","1","Female","1","0","High priority","0","66919","Single","Accumulating","1762.7399999999998","5875.799999999998","0","In Person","English","English","Professor","Increase Net Worth","Very High","2017-12-22","67","very satisfied","1","Active","2017-12-22","68","195244","80000","Health"
"73.30217428416789","40 to 55","126820.0","1967","none","Low","698.7366321174087","2017-11-25","Growth","1133","2018-02-03","2018-02-03","University","2018-02-03","Employed","4","Male","0","0","High priority","1","144959","Married","Accumulating","1902.3","6341.0","2","Teleconference","English","English","Data Scientist","Estate Planning","Medium","2018-02-03","67","satisfied","1","Active","2018-02-03","55","187232","180000","Personal"
"50.85389103647478","40 to 55","83586.0","1964","mail","Medium","670.4339841968333","2014-06-12","Growth","1808","2016-06-24","2016-06-24","University","2016-06-24","Employed","4","Female","1","1","High priority","1","114736","Married","Accumulating","1253.79","4179.3","2","Email","English","English","Accountant","Estate Planning","High","2016-06-24","67","satisfied","0","Active","2016-06-24","61","133986","1250000","Utilities"
"51.18809196414594","65 and over","138153.0","1936","email","Very High","729.9827027520372","2014-09-24","Aggressive","1160","2016-04-10","2016-04-10","Professional","2016-04-10","Selfemployed","1","Female","0","0","Normal priority","1","142769","Divorced","Gifting","2072.295","6907.6500000000015","0","In Person","English","English","Software Developer","Retirement Planning","Very High","2016-04-10","67","very satisfied","0","Active","2016-04-10","15","242820","1250000","Uncategorized"
"1.550552532557309","65 and over","48550.0","1995","none","Very High","755.429347522194","2015-11-05","Conserviti","1533","2017-03-13","2017-03-13","High School","2017-03-13","Unemployed","3","Male","1","1","Low priority","1","102762","Married","Starting","728.25","2427.5","1","Email","English","English","Trades person","Education Planning","Very High","2017-03-13","67","dissatisfied","0","Active","2017-03-13","19","51159","300000","Recreation"
"25.523427219828445","65 and over","119377.0","1948","none","Very High","790.189214927334","2015-01-30","Aggressive","1199","2017-06-16","2017-06-16","PhD","2017-06-16","Homemaker","1","Female","1","0","Normal priority","1","103065","Single","Spending","1790.6549999999993","5968.8499999999985","0","In Person","English","English","Professor","Increase Net Worth","Very Low","2017-06-16","67","very satisfied","0","Active","2017-06-16","39","202356","750000","Insurance"
"13.245073932416167","40 to 55","47546.0","1962","email","High","754.4080532150588","2015-02-21","Moderate","1212","2017-02-11","2017-02-11","University","2017-02-11","Homemaker","4","Female","1","1","High priority","1","105253","Married","Accumulating","713.1899999999998","2377.3","2","Email","English","English","Accountant","Estate Planning","Medium","2017-02-11","67","satisfied","1","Active","2017-02-11","48","93261","100000","Utilities"
"64.36778357519692","40 to 55","106414.0","1969","none","Low","781.5257694632531","2016-06-30","Growth","1417","2017-06-13","2017-06-13","College","2017-06-13","Employed","4","Male","1","1","High priority","1","139925","Married","Accumulating","1596.2099999999996","5320.7","2","Email","English","English","Accountant","Estate Planning","Very Low","2017-06-13","67","satisfied","1","Active","2017-06-13","6","158184","150000","Personal"
"18.75169078951299","40 to 55","98033.0","1964","email","Low","725.2012600926226","2015-11-26","Growth","1468","2016-04-23","2016-04-23","University","2016-04-23","Employed","4","Male","1","1","High priority","1","81935","Married","Accumulating","1470.495","4901.65","2","Teleconference","English","English","Data Scientist","Estate Planning","Low","2016-04-23","67","satisfied","1","Active","2016-04-23","68","153168","150000","Personal"
"89.7722858545993","23 to 30","55838.0","1988","phone","Very High","723.97296604406","2016-11-13","Conserviti","1653","2017-06-04","2017-06-04","High School","2017-06-04","Employed","3","Male","1","1","Low priority","0","68920","Married","Starting","837.5699999999997","2791.9","1","Email","English","English","Lawyer","Education Planning","Low","2017-06-04","67","neutral","1","Active","2017-06-04","2","71678","300000","Recreation"
"13.541043563379846","55 to 65","141460.0","1961","email","Low","667.6776094279271","2017-04-18","Growth","1743","2016-08-14","2016-08-14","University","2018-08-14","Employed","4","Male","1","1","High priority","0","57571","Married","Accumulating","2121.9","7073.0","2","Teleconference","English","English","Data Scientist","Estate Planning","Medium","2016-08-14","67","satisfied","0","Inactive","2018-08-14","44","172074","180000","Utilities"
"85.82881122093862","55 to 65","101720.0","1960","mail","Low","684.2782678661542","2015-08-02","Growth","1331","2016-04-03","2016-04-03","University","2016-04-03","Employed","4","Female","0","1","High priority","1","49220","Married","Accumulating","1525.8","5086.0","2","Teleconference","English","English","Data Scientist","Estate Planning","Low","2016-04-03","67","satisfied","1","Active","2016-04-03","15","161508","180000","Health"
"61.6559345825785","23 to 30","69658.0","1992","none","Very High","720.0187132499714","2014-07-30","Conserviti","1525","2016-08-24","2016-08-24","High School","2016-08-24","Unemployed","3","Male","1","1","Low priority","1","101955","Married","Starting","1044.87","3482.9","1","Email","English","English","Lawyer","Education Planning","Very High","2016-08-24","67","neutral","0","Active","2016-08-24","70","82169","300000","Recreation"
"20.376191704351577","30 to 40","69812.0","1983","mail","High","683.1757969305173","2016-02-13","Moderate","1561","2017-07-24","2017-07-24","College","2017-07-24","Employed","3","Male","1","1","Low priority","1","141504","Married","Accumulating","1047.1799999999996","3490.6","1","Email","English","English","Physician","Capital Acquisition","Very Low","2017-07-24","67","satisfied","1","Active","2017-07-24","16","100263","300000","Recreation"
"5.632402861324898","55 to 65","80559.0","1956","mail","Low","766.9846486654726","2015-09-24","Growth","1700","2016-03-26","2016-03-26","PhD","2016-03-26","Homemaker","2","Female","1","1","High priority","1","114730","Married","Accumulating","1208.385","4027.95","0","Teleconference","English","English","Data Scientist","Estate Planning","Very High","2016-03-26","67","satisfied","1","Active","2016-03-26","63","138346","150000","Health"
"14.570942653166197","65 and over","139806.0","1948","none","Very High","765.8180607879318","2017-01-22","Aggressive","1863","2018-04-15","2018-04-15","PhD","2018-04-15","Homemaker","1","Female","1","0","Normal priority","0","77378","Single","Spending","2097.09","6990.299999999998","0","In Person","English","English","Professor","Increase Net Worth","Very High","2018-04-15","67","very satisfied","1","Active","2018-04-15","46","230450","1250000","Insurance"
"73.95616126900354","30 to 40","95989.0","1980","email","Medium","717.2632892663316","2015-05-19","Moderate","1068","2016-10-17","2016-10-17","College","2016-10-17","Employed","3","Male","1","1","Low priority","0","89885","Married","Accumulating","1439.8349999999996","4799.45","1","Email","English","English","Accountant","Estate Planning","Low","2016-10-17","67","satisfied","0","Active","2016-10-17","30","137746","1250000","Recreation"
"70.51547130241399","40 to 55","73443.0","1971","mail","Medium","736.8109878768089","2015-12-27","Moderate","1198","2017-01-30","2017-01-30","University","2017-01-30","Employed","4","Male","0","1","High priority","1","90648","Married","Accumulating","1101.6449999999998","3672.15","2","Email","English","English","Accountant","Estate Planning","High","2017-01-30","67","satisfied","1","Active","2017-01-30","4","115068","100000","Food"
"87.86850093216589","23 to 30","65098.0","1991","none","Very High","696.401143688043","2015-07-28","Conserviti","1344","2017-05-08","2017-05-08","High School","2017-05-08","Unemployed","3","Male","1","1","Low priority","1","61086","Married","Starting","976.4699999999997","3254.9","1","Email","English","English","Lawyer","Education Planning","High","2017-05-08","67","neutral","1","Active","2017-05-08","67","78812","300000","Recreation"
"98.04587645430406","65 and over","94657.0","1937","email","Very Low","690.1486919002024","2015-01-09","Growth","1404","2016-08-28","2016-08-28","Professional","2016-08-28","Selfemployed","1","Female","1","1","Normal priority","1","110202","Divorced","Accumulating","1419.8549999999998","4732.8499999999985","0","In Person","English","English","Professor","Increase Net Worth","Low","2016-08-28","67","very satisfied","0","Active","2016-08-28","2","182420","80000","Giving"
"42.678379316854944","65 and over","129913.0","1934","phone","Very High","659.7897835267981","2014-03-30","Aggressive","1537","2016-02-10","2016-02-10","Professional","2016-02-10","Selfemployed","1","Female","1","0","Normal priority","1","120910","Divorced","Gifting","1948.695","6495.6500000000015","0","In Person","English","English","Software Developer","Retirement Planning","Very High","2016-02-10","67","very satisfied","0","Active","2016-02-10","47","234108","1250000","Uncategorized"
"62.7450420791885","30 to 40","49007.0","1985","phone","Very High","687.1799478541825","2015-09-15","Conserviti","1675","2017-06-01","2017-06-01","High School","2017-06-01","Employed","3","Male","1","1","Low priority","1","127930","Married","Starting","735.1049999999998","2450.35","1","Email","English","English","Lawyer","Education Planning","Very High","2017-06-01","67","neutral","1","Active","2017-06-01","3","64242","300000","Recreation"
"57.48525027894082","55 to 65","128421.25","1954","email","Low","680.1022123936707","2017-12-14","Growth","1924","2016-06-09","2016-06-09","PhD","2018-06-09","Homemaker","2","Male","0","1","High priority","1","76805","Married","Accumulating","1926.31875","6421.0625","0","Teleconference","English","English","Data Scientist","Increase Net Worth","Low","2016-06-09","67","very satisfied","1","Inactive","2018-06-09","2","174786","180000","Transportaion"
"50.768441022805405","40 to 55","118307.0","1971","mail","Low","762.1860961951414","2015-07-11","Growth","1165","2016-08-01","2016-08-01","College","2016-08-01","Employed","4","Male","0","1","High priority","1","76158","Married","Accumulating","1774.6049999999998","5915.3499999999985","2","Teleconference","English","English","Data Scientist","Estate Planning","Very High","2016-08-01","67","satisfied","0","Active","2016-08-01","16","175866","180000","Food"
"19.148516732748185","23 to 30","83028.0","1991","mail","High","716.1850425816225","2014-08-22","Moderate","1183","2016-06-24","2016-06-24","High School","2016-06-24","Unemployed","3","Male","1","1","Low priority","0","108746","Married","Accumulating","1245.4199999999996","4151.4","1","Email","English","English","Lawyer","Capital Acquisition","Medium","2016-06-24","67","neutral","0","Active","2016-06-24","31","103559","300000","Recreation"
