ACCOUNT_ID,ALGO_INSTRUMENT_ID,ALGO_PORTFOLIO_ID,ALGO_POSITION_ID,BOOK_VALUE,CURRENCY,EFFECTIVE_DATE,FINANCIAL_ASSET_ID,MARKET_VALUE,OPEN_POSITION_INDICATOR,POSITION_ID,POSITION_SIZE,SHORT_POSITION_INDICATOR,VALUATION_DATE
48906,67590,85850,87129,213.78744318374527,CAD,1994-08-20,134448,996.9908266889997,False,1082,43.09289061564673,True,1967-03-11
61631,68816,135825,64690,676.8122252247725,EUR,1970-10-01,48859,852.7930013469263,False,1083,375.97158565411223,True,1950-09-03
109552,51538,127533,119227,412.01429970642636,EUR,1995-10-22,68350,457.233818196655,True,1084,725.654512492388,False,2008-02-09
90287,86058,115264,69673,26.445758326301483,EUR,2009-06-06,67662,465.59243734092917,True,1085,456.7339253541849,False,1958-10-30
75938,47492,61835,70359,764.683061544704,CAD,1967-03-26,120852,661.755314748591,False,1086,577.4266582510945,True,2000-12-02
129112,139406,128114,134287,533.0171329864914,EUR,2005-08-03,82427,945.8031380296022,True,1087,625.9319741976166,True,2003-09-24
69572,75740,91962,105682,883.1017681454555,CAD,2003-08-19,136565,858.3481845053886,True,1088,589.6684692126377,False,1972-09-01
143711,124461,106548,89179,189.29210813131232,EUR,1964-08-31,123230,809.9182988868188,True,1089,251.3095789294567,False,1958-06-27
129816,102936,111430,58211,10.16222033729865,USD,1957-12-30,51655,185.91086948662806,True,1090,413.04347227032383,True,1978-01-17
109518,76669,131303,50908,589.1135538800554,EUR,1970-04-12,129705,104.89132340356689,False,1091,414.1660064215396,True,1963-10-12
121505,55168,46829,108646,34.49764785145586,GBP,1973-02-19,99000,209.85856853642133,False,1092,756.9603469712207,True,1982-11-07
121488,139522,144181,71114,13.252726442499132,USD,1983-07-15,120294,609.6446148701607,True,1093,908.2194461938311,False,1971-09-17
51744,141457,66824,68655,633.9847373401249,GBP,1976-05-08,72205,855.2848535209113,False,1094,517.4278041164963,False,1976-10-09
106431,129916,111391,103097,225.00434676422876,GBP,1998-10-16,119878,8.261729481468636,True,1095,590.7594066301649,True,1977-06-02
100696,95616,121559,82792,997.024378226488,EUR,1959-06-22,118400,150.63853084724838,True,1096,891.4556878920616,False,2014-04-03
98036,118629,98975,80083,767.4952965950085,CAD,1977-08-18,73443,248.3569689428984,True,1097,440.2663041918592,False,2013-12-26
103921,110004,66839,72441,859.7657170925027,GBP,1964-06-20,59770,271.3055603169557,True,1098,119.80589939720609,True,2014-11-30
69157,107973,77844,49658,123.06978855486005,EUR,1982-05-25,121318,20.976468829523032,True,1099,173.5064634140233,True,1987-01-19
137575,47548,98461,115492,383.51534390784184,CAD,1995-11-18,124412,839.0734357093226,True,1100,601.9860677185038,True,2013-11-22
119348,137527,59699,99707,495.27362466660884,EUR,1988-06-03,68929,891.000899703476,True,1101,874.4156058433808,True,2000-02-09
130113,141743,123645,68124,609.2050321642597,USD,1971-11-24,69732,426.9618194815981,False,1102,90.72740485934384,True,2003-03-05
128231,116520,82622,77811,757.2378345846757,GBP,1966-12-30,116885,69.7449498374779,True,1103,518.8477503909047,True,2000-09-10
53608,89456,69365,99257,198.5756441144515,CAD,2011-11-29,68113,888.5005827373122,False,1104,991.7392421480262,False,1984-01-18
125118,121345,114635,141195,364.73917728606494,GBP,1958-07-03,142114,24.100423951591317,True,1105,515.3141499215393,True,1975-10-04
90202,74890,66841,134485,730.7245680961529,EUR,2006-02-08,91110,951.5123165959978,True,1106,492.99607900108197,True,2009-10-18
73863,46964,115848,122669,224.47746138940738,GBP,1955-03-30,74677,730.8804635124295,True,1107,143.06627677096913,False,2004-02-10
99141,116634,132960,46089,793.1770183614299,GBP,2009-10-06,74187,452.81117456347295,True,1108,465.9242619468029,False,2002-12-23
45976,93994,121801,81364,129.6049269550495,USD,1979-06-27,119050,420.36082912583515,False,1109,352.9519513338377,True,1969-03-31
72098,62083,57439,142312,889.4575739912258,GBP,1963-08-24,108106,708.0504184464712,False,1110,310.4850800666668,False,1981-09-03
121043,63012,48262,79090,781.5568424145042,USD,1962-10-02,132833,184.9480385546682,False,1111,968.2536381468116,False,1957-07-05
142545,125349,51271,50536,704.2624200834636,USD,2000-07-30,111645,192.65255398673108,False,1112,337.8718363647158,False,1988-12-14
45563,54036,111060,100830,919.6074757186572,USD,1991-06-01,120889,599.4017537575066,True,1113,99.60734602811705,True,2000-12-19
73709,55261,70928,66431,927.8635721380471,EUR,2013-01-13,105513,424.3003754609556,True,1114,491.39156180815286,False,2005-02-05
137721,128821,105782,59016,852.6657039525766,CAD,2004-11-25,130620,199.2573550264174,False,1115,75.7253175563718,True,1971-06-12
82464,102080,54979,79887,950.9892080229798,USD,1961-07-30,128690,194.52505715760842,True,1116,183.84905298540667,False,2017-11-13
67048,82870,65111,75193,18.509009928823787,USD,1969-03-02,106166,232.9033988768111,True,1117,987.7715114716499,False,2012-02-25
128400,97750,55247,86610,464.7645506575285,USD,1964-01-22,83401,197.201784775223,True,1118,262.61090001286163,False,2009-11-16
76708,90220,143464,48749,494.4868509144517,EUR,1974-07-19,62380,33.5542724704906,True,1119,270.1906687858155,False,1996-08-20
107155,112609,63069,67406,110.46903650135926,GBP,1964-02-04,57024,948.1530895043817,True,1120,193.7495407824217,False,1974-11-03
50045,65230,60115,144285,833.7041456662197,GBP,1993-12-30,52362,921.6313021420281,False,1121,603.9959791856868,False,1997-01-19
106219,132719,91953,141083,311.2860772855927,USD,2001-06-14,140816,782.007408019398,True,1122,659.523776667516,True,2013-07-06
108345,75272,127949,128103,192.28192868873955,EUR,1979-04-02,141158,655.6091927076434,False,1123,8.577586887351693,True,2015-07-01
99107,64749,129300,107749,872.7301316619299,EUR,1992-10-06,142285,47.84610852620754,False,1124,698.074738373262,False,1981-11-09
120510,134986,93324,89538,195.4819663704352,CAD,1981-12-08,115435,702.539945148156,True,1125,405.1650383144338,True,1988-09-01
140830,130774,83492,120204,67.99086938304978,EUR,1984-04-20,66678,443.16930218813405,False,1126,2.3926114807369183,True,2014-04-16
111010,98960,128693,85362,108.43818400687499,USD,2001-09-25,139022,994.8144128688524,False,1127,474.001787755006,True,1975-12-24
81515,137757,128154,97672,899.0787775510096,CAD,1978-07-25,58795,295.95320164452767,True,1128,70.18267021260465,True,1982-01-03
128500,104535,66359,66595,355.4717942713358,EUR,2010-12-31,106610,117.98355197627403,True,1129,72.53983944327224,True,2001-08-20
98206,139782,70977,127242,257.92431926577507,GBP,1968-12-29,127385,857.1701811156278,True,1130,329.32342407590096,False,1999-05-04
45457,128169,88772,100039,789.6267031472331,EUR,1959-07-18,73833,8.375191319446484,True,1131,935.4851442753795,True,2010-07-27
117846,57779,89067,97403,757.6139902479205,EUR,2009-07-05,119311,495.3614741718659,True,1132,418.456011325999,False,1987-04-29
62313,143154,79926,130407,543.1773520905107,USD,2009-10-31,109240,268.66725281478944,False,1133,591.7066582343729,True,2000-09-01
89974,66927,120411,118876,184.79399592056117,USD,2017-12-27,74749,826.0514317744085,False,1134,738.5475507300757,True,1954-11-06
137812,91215,132037,115137,925.8671492418832,GBP,1992-06-08,68818,776.4165951498454,True,1135,730.8551441649167,True,2010-04-08
62086,138361,102010,81806,50.31338310846005,GBP,2003-02-11,71208,139.91184416759432,True,1136,824.2070205311878,False,2016-11-30
59852,73324,66120,105324,983.1948801536668,USD,1966-08-10,54577,709.2304833926239,False,1137,686.3746912431358,True,1978-12-02
86593,139160,144898,140509,743.2474551684754,GBP,1985-07-06,45881,538.949242851215,False,1138,284.94380965096576,False,1960-01-27
89457,124876,75879,49585,38.84949071142622,EUR,1992-12-11,88653,650.972563111412,False,1139,864.5745520541286,True,1995-09-27
86955,79697,49089,144967,206.36779626899764,CAD,2012-04-14,80705,549.6738563187965,False,1140,4.946916940888858,False,2005-08-16
97369,101976,48051,62695,973.6604173608515,GBP,1970-05-25,139689,284.1542233224686,False,1141,805.3156909275201,False,1987-11-17
98048,140902,131446,98448,378.4778517650657,GBP,1974-10-15,141707,91.21125429893301,True,1142,843.7977963928133,False,2014-11-07
94654,128669,143151,98210,133.56492822889487,USD,1981-10-29,47829,43.61569512871304,False,1143,852.2687159262259,False,1965-03-13
120218,79757,71410,123755,994.7308836865676,CAD,1991-12-10,120120,381.30461760046967,True,1144,942.4562662278656,True,1953-10-19
51723,54397,70348,55174,199.1277316332829,GBP,1989-04-16,138208,477.611876446992,True,1145,256.87488187504636,False,1951-01-04
76057,69206,111255,81720,102.87503953310268,USD,1988-03-28,144362,886.244845035649,False,1146,289.2868655572912,False,1974-08-13
136812,71008,103931,61314,908.2377028271555,GBP,2007-08-16,107520,324.0420620341653,True,1147,880.0069914092923,True,1980-06-27
45835,92084,61322,114236,447.10196983627344,USD,1979-02-28,131001,210.31930682648024,True,1148,627.8837314078091,True,1959-11-25
127127,120106,87443,98364,5.448428433046407,EUR,1974-01-06,120394,139.9496752233752,True,1149,456.38070479380275,False,2007-01-14
58714,91721,61725,102596,272.3137544080038,GBP,1957-08-10,136234,612.6802016086955,True,1150,305.11138590722646,False,1987-09-12
72135,144872,108109,112536,678.522228536423,EUR,2004-12-20,48228,176.51258055087715,True,1151,705.8382499142202,False,1964-04-08
127075,71744,111891,81897,43.80623015289703,EUR,1983-07-22,59194,542.6709379384216,False,1152,178.90494193035772,True,1984-08-01
98466,105699,118081,61897,943.7017522849311,CAD,1953-03-10,56899,410.01783610995903,True,1153,183.38781235003282,False,2004-04-02
122921,81598,46902,81066,534.0192198405836,EUR,1963-07-22,121483,927.1436527588597,True,1154,474.49246895027215,False,1970-04-20
133321,143971,52717,45947,745.6462934165364,EUR,2014-11-18,138964,542.5928131287106,False,1155,309.3185586355971,False,1999-02-18
105157,142215,59947,50129,780.7851084972359,CAD,2008-04-23,124697,652.7260109587733,True,1156,309.25983491757836,True,1963-07-11
137339,63603,114899,47450,796.3190422954395,GBP,1952-04-11,125133,133.44645110563093,False,1157,467.2833860153399,True,2003-02-18
112538,133081,66797,71368,67.1055532294351,GBP,1990-08-17,113477,263.90627121050437,True,1158,454.5710033741696,True,1983-03-02
135056,90458,86601,49017,658.9890945461443,GBP,1978-07-06,85154,606.320441142176,True,1159,327.1939020598401,True,2008-08-23
134104,73528,98199,141141,544.4365088375575,USD,1977-10-27,64038,410.9235618182648,True,1160,310.9396362747674,True,2010-08-24
97031,104691,55265,86893,516.138065853423,CAD,2006-08-09,109355,111.84114830543368,True,1161,30.64909500928952,False,1991-03-15
78309,124986,110892,107277,658.5379503308646,GBP,1980-09-25,120276,835.6950776923404,True,1162,411.1247596147081,True,1990-06-09
106541,143904,87272,144729,440.63382392279135,EUR,1973-11-05,50003,304.7449621136106,False,1163,464.43856942744327,False,2008-01-27
124967,140515,84165,79682,8.347850247513906,EUR,1972-10-09,111851,113.76170408490727,True,1164,856.0746164591034,False,2013-02-03
67875,111824,97459,94043,764.9415152531336,EUR,1990-06-12,123404,954.1874070697978,False,1165,548.2173204178279,False,1956-02-07
111342,113486,61059,71443,233.14811169220621,EUR,1972-11-22,48965,187.0246743364318,True,1166,611.5766615429555,True,1972-05-16
80311,66351,57578,85894,257.6359122372851,USD,1987-12-30,53365,705.2806255023538,True,1167,82.32821549752501,True,2004-12-10
46114,142858,122134,121127,591.2419632606433,USD,1988-04-13,82630,34.94670816997962,True,1168,649.5368330424014,False,1996-10-01
77882,137006,101060,56501,703.1380286171031,CAD,1980-07-23,63903,660.0406553122573,False,1169,152.600704048868,True,1970-05-10
89059,128938,67686,128368,848.1735864760356,USD,1988-12-02,118543,657.0248464217668,False,1170,299.4639097196622,True,1961-04-20
110393,52494,82591,47481,684.0137003859021,CAD,1982-06-05,124359,56.058913835180924,True,1171,736.0774217432502,False,2000-04-28
56877,106115,144004,90259,930.8389144107945,EUR,1973-04-02,109525,460.9521453432432,True,1172,976.6474398923898,True,2005-04-28
89931,72419,74552,80616,456.90164552575783,CAD,1976-11-29,110035,110.12795273419529,False,1173,533.5485263678331,True,2008-01-12
143937,131741,86924,98941,389.5029141615671,USD,1967-11-26,117712,914.1274236449145,True,1174,761.5528546810328,False,1976-10-25
133915,135196,87582,121284,52.81362655786958,USD,1996-01-24,128662,936.5837201369714,True,1175,2.4694669351686946,False,1998-02-17
51851,110480,83596,131503,513.2597800580083,CAD,1960-04-12,101405,593.8628167623062,False,1176,368.08208256234565,False,1951-12-13
94636,116277,59510,105029,119.08854294528703,USD,1985-12-13,94436,92.3816982379288,False,1177,725.3488727304344,True,1983-12-15
49584,97556,82863,115926,297.25453954761,CAD,1977-12-12,77513,513.8884778723094,False,1178,547.44646726754,True,2003-10-08
133785,81742,46454,95582,459.9451561073171,EUR,1998-09-07,74299,557.0885214313553,False,1179,747.197853154208,True,1957-10-24
56920,52534,117960,144668,535.346981571457,GBP,1991-06-01,68340,869.355996982335,False,1180,805.038660742011,False,1950-01-07
63405,62444,76789,56830,734.4839510537093,EUR,2015-11-18,141264,885.0699053643025,False,1181,993.5283464056437,False,1974-09-15
69451,87283,128439,75288,924.6351974170805,USD,1969-10-23,131109,643.9901800524739,False,1182,40.72839590425219,True,1978-01-28
118902,93270,92035,117711,605.6462128504672,GBP,1996-08-16,117304,462.31544834650407,False,1183,182.01910561435386,True,2017-03-27
122472,91553,97152,134495,242.74999110310137,CAD,2001-11-11,103431,413.3255204784731,True,1184,463.3925434703297,True,2003-05-02
72027,109150,127661,73820,99.94641109230201,CAD,1978-09-18,114087,61.29852883896114,True,1185,757.6726293813775,False,1972-04-04
126511,62277,77409,69517,633.1588290165055,USD,1955-07-08,115474,885.7259756016617,True,1186,171.9254058318697,False,2012-07-13
59338,77993,62339,125018,825.9298776343728,CAD,1993-07-18,83460,755.540776956251,False,1187,539.9150813394074,True,2009-11-10
84458,112042,45516,105933,842.0217914620276,USD,2006-06-03,121777,748.4499163881987,True,1188,648.6847935766034,True,1960-12-17
85767,126735,120556,66165,190.66206827259157,USD,1998-10-04,61294,160.60459886741612,True,1189,852.2036251660954,False,1954-08-21
49630,106930,136014,109205,105.03748296698606,CAD,2012-06-25,66755,381.6986065920203,False,1190,24.938592603830205,True,2011-01-08
96876,135405,118217,121130,430.1685886587794,USD,1972-04-07,47918,729.2966718771349,False,1191,104.44259243332166,True,1987-02-04
66934,144662,110229,109489,654.9290012255115,CAD,1954-10-04,74553,568.5794684708763,True,1192,455.4495581733506,True,1995-11-01
143776,75583,66368,103356,875.7744831887612,USD,1973-11-03,81367,377.1053140332364,False,1193,686.0682396954934,False,1967-01-11
67012,61162,74267,85807,982.4997164485467,EUR,1998-03-27,75027,898.3793835005872,True,1194,330.36056331040834,False,1995-07-05
125109,118441,83172,100445,263.5620516905951,GBP,2002-06-28,127459,391.0556211705789,True,1195,169.135083872847,True,2008-12-03
120477,106095,48663,71088,424.2264029612738,EUR,1964-01-05,123787,533.799480391518,True,1196,949.1512363684172,False,1984-06-23
61843,54306,143077,101259,788.6216042829808,GBP,1994-09-04,130336,256.7101480183696,False,1197,548.0003160165712,False,2008-07-29
111462,143628,109971,106527,196.5538135272855,GBP,1994-05-23,108755,829.8583564565046,True,1198,246.01170025117224,False,2003-11-12
144714,140320,95488,112846,965.6525374352118,GBP,2013-07-05,123062,70.57768159442027,False,1199,365.3621233850177,False,1972-09-24
62495,81996,129085,87640,530.699008876037,EUR,1972-08-23,113909,585.7402019733263,False,1200,709.0148677960053,False,1968-12-10
57095,98443,122513,68771,213.14063498735825,EUR,1984-08-07,50233,200.71800100465398,True,1201,543.753642000423,False,1990-01-18
94680,102449,52838,63371,703.9437560255543,EUR,1998-10-31,86162,822.4343693208514,True,1202,323.88796652875885,False,1999-03-29
71416,99407,126319,83954,751.8495906833848,CAD,1972-05-18,66652,361.4786715264594,False,1203,131.24530387714972,True,2011-04-30
116752,53980,78160,139224,209.260357993177,GBP,1968-04-27,98921,283.7914040949209,False,1204,685.5235661871156,False,2000-06-22
118460,125853,117282,141452,913.2067216820697,EUR,1956-02-22,128523,233.4440300276999,False,1205,188.14440630098005,False,1958-02-24
92266,49155,115669,138857,147.89123912220091,USD,2016-07-27,75845,8.0127050470547,True,1206,60.27593754490394,True,1952-04-22
59391,99081,121284,90866,481.227879651468,USD,1996-03-17,143069,867.7368544689577,False,1207,266.64132567279734,False,1990-09-09
135116,48125,90792,91204,63.858728958056695,CAD,1965-11-25,87928,535.2193213459395,False,1208,714.807185210417,False,1953-06-25
94191,78062,131378,48520,547.4393760788835,EUR,1965-04-02,118308,845.5778457886909,False,1209,580.6585178828997,True,1958-11-07
89850,138956,48914,55341,898.1037563459463,CAD,1952-09-07,139576,570.1621319827344,True,1210,653.79034991498,True,1987-10-21
97104,113979,88838,50448,994.3430696802513,EUR,1950-09-12,55572,935.3733837898711,False,1211,928.1525016791408,True,1989-03-18
124140,50021,134985,57530,634.5215981527124,EUR,1984-05-21,89857,72.14271866339993,False,1212,547.9634973305725,False,2011-02-21
108844,79929,84260,53721,416.68969065233864,USD,1966-06-07,45311,702.5846708097971,True,1213,329.198010408557,False,1966-03-09
