ACTIVITY_FEES,AMOUNT_OF_MANAGEMENT_FEES,ARREARS,AVERAGE_SENTIMENT_SCORE,END_DATE,HOUSEHOLD_ID,INTEREST_EXPENSE,INTEREST_INCOME,LAST_HOUSEHOLD_REPLIED_TO_OFFER_INDICATOR,LAST_HOUSEHOLD_REPLY_TIME,LAST_INBOUND_COMMUNICATION_DATE,LAST_INBOUND_COMMUNICATION_ID,LAST_OUTBOUND_COMMUNICATION_DATE,LAST_OUTBOUND_COMMUNICATION_ID,LAST_PRODUCT_OFFER_CAMPAIGN,LAST_PRODUCT_OFFER_DATE,LATEST_SENTIMENT_SCORE,LIFETIME_VALUE,MANAGEMENT_FEES,NUMBER_OF_ACCOUNTS,NUMBER_OF_ACTIVE_ACCOUNTS,NUMBER_OF_CALLS,NUMBER_OF_COMMUNICATIONS,NUMBER_OF_COMPLAINTS,NUMBER_OF_EMAILS,NUMBER_OF_NEW_ACCOUNTS_OPENED,NUMBER_OF_OPEN_COMPLAINTS,NUMBER_OF_TRADING_PERIODS,NUMBER_OF_TRANSACTIONS,OTHER_NON_INTEREST_EXPENSE,OTHER_NON_INTEREST_INCOME,PRODUCT_ID,PRODUCT_OFFERED_INDICATOR,PRODUCT_OWNED_INDICATOR,SENTIMENT_SCORE,START_DATE,STATUS,STATUS_DATE,STATUS_REASON,TOTAL_AMOUNT_OF_ALL_FEES,TOTAL_AMOUNT_OF_BUY_TRADES,TOTAL_AMOUNT_OF_COMMISSION,TOTAL_AMOUNT_OF_DEPOSITS,TOTAL_AMOUNT_OF_INTEREST_EARNED,TOTAL_AMOUNT_OF_INTEREST_FEES,TOTAL_AMOUNT_OF_MARKET_CHANGE,TOTAL_AMOUNT_OF_SELL_TRADES,TOTAL_AMOUNT_OF_TRANSACTION_FEES,TOTAL_AMOUNT_OF_WAIVED_FEES,TOTAL_AMOUNT_OF_WITHDRAWALS,TOTAL_CALL_TIME,TOTAL_CLOSING_BALANCE,TOTAL_CLOSING_CASH_BALANCE,TOTAL_INWARD_CALLS,TOTAL_INWARD_COMMUNICATIONS,TOTAL_INWARD_EMAILS,TOTAL_NUMBER_OF_ACCOUNTS,TOTAL_NUMBER_OF_ACTIVE_COMMUNICATION_THREADS,TOTAL_NUMBER_OF_ALL_FEES,TOTAL_NUMBER_OF_BUY_TRADES,TOTAL_NUMBER_OF_DEPOSITS,TOTAL_NUMBER_OF_SELL_TRADES,TOTAL_NUMBER_OF_UNITS_BOUGHT,TOTAL_NUMBER_OF_UNITS_SOLD,TOTAL_NUMBER_OF_WITHDRAWALS,TOTAL_OUTWARD_CALLS,TOTAL_OUTWARD_COMMUNICATIONS,TOTAL_OUTWARD_EMAILS,TRADING_VOLUME,TYPE,USER_DEFINED_BOOLEAN_1,USER_DEFINED_BOOLEAN_2,USER_DEFINED_BOOLEAN_3,USER_DEFINED_BOOLEAN_4,USER_DEFINED_BOOLEAN_5,USER_DEFINED_DATE_1,USER_DEFINED_DATE_2,USER_DEFINED_DATE_3,USER_DEFINED_DATE_4,USER_DEFINED_DATE_5,USER_DEFINED_INTEGER_1,USER_DEFINED_INTEGER_2,USER_DEFINED_INTEGER_3,USER_DEFINED_INTEGER_4,USER_DEFINED_INTEGER_5,USER_DEFINED_NUMERIC_1,USER_DEFINED_NUMERIC_2,USER_DEFINED_NUMERIC_3,USER_DEFINED_NUMERIC_4,USER_DEFINED_NUMERIC_5,USER_DEFINED_STRING_1,USER_DEFINED_STRING_2,USER_DEFINED_STRING_3,USER_DEFINED_STRING_4,USER_DEFINED_STRING_5,WAIVED_FEES,WAIVED_INTEREST_EXPENSE,WAIVED_INTEREST_INCOME,WAIVED_NON_INTEREST_EXPENSE
9134.06132980805,,,,2018-01-31,1004,795.8773269648427,208.68422483591198,True,21,2018-01-03,112684,2018-01-03,72524,More Generous Investing,2018-01-03,,,294.17570069980866,,,,,,,,,,,569.0232471605558,850.8973712281891,FinancialPlan,True,True,5,2018-01-01,Active,2018-01-03,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,490.5664607805005,771.1339301997011,929.8291366322968
9134.06132980805,,,,2018-01-31,1004,663.2711776034938,316.725842465847,False,0.0,,83259,,60090,,2018-05-15,,,910.4431983202991,,,,,,,,,,,805.4002315101294,143.42434359499222,RetirementBrokerage,True,False,0,2018-01-01,Inactive,2018-01-03,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,510.561784085802,79.55191066675388,379.2985645185348
9134.06132980805,,,,2018-01-31,1004,619.1162042799606,403.8338652654992,True,93,2018-01-03,51539,2018-01-03,58171,A Loan With A View,2018-01-03,,,844.3189086366978,,,,,,,,,,,174.65077036255778,200.61584418014078,RetirementPlan,True,True,4,2018-01-01,Active,2018-01-03,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,424.6142852862203,974.9874924701085,957.1637286224374
47793.01853833802,,,,2017-11-30,1005,553.2003798265335,784.0090506075112,True,57,2017-11-01,70014,2017-11-01,78216,Now Prove It,2017-11-01,,,966.5430712413294,,,,,,,,,,,422.9084378211178,796.2003168189508,RetirementBrokerage,True,True,2,2017-10-01,Active,2017-11-01,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,116.20881051167548,129.6443636953587,228.98950466617546
47793.01853833802,,,,2017-11-30,1005,782.2153076913347,187.17215983870895,True,74,2017-11-01,111515,2017-11-01,138595,More Generous Investing,2017-11-01,,,793.9432090379364,,,,,,,,,,,393.9005357248819,725.4576316641879,RetirementPlan,True,True,3,2017-10-01,Active,2017-11-01,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,785.4169963742911,806.0944780081927,842.9585576901459
47793.01853833802,,,,2017-11-30,1005,654.3336975082883,992.6204018788146,True,141,,78199,,75141,,2018-06-11,,,541.8099461011138,,,,,,,,,,,730.5945566009158,193.32092996021177,ManagedPortfolio,True,False,1,2017-10-01,Inactive,2017-11-01,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,555.829525131115,747.8574676128412,943.4695914907069
47793.01853833802,,,,2017-11-30,1005,0.6951359616510215,219.10772741953477,True,5,2017-11-01,62882,2017-11-01,89232,More Generous Investing,2017-11-01,,,32.181115166121536,,,,,,,,,,,982.341687870609,189.71149086551736,RetirementBasic,True,True,2,2017-10-01,Active,2017-11-01,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,845.062030426281,752.3030985663127,801.1225578540368
44497.843681579325,,,,2017-08-31,1006,92.24835207361154,406.5470295975434,True,99,2017-08-03,61830,2017-08-03,72760,Now Prove It,2017-08-03,,,985.1162134014841,,,,,,,,,,,846.4502189590095,480.66332365851184,FinancialPlan,True,True,2,2017-08-01,Active,2017-08-03,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,121.15821259786146,917.4500772538341,717.7787125436879
44497.843681579325,,,,2017-08-31,1006,703.4198942764081,583.1401484984755,True,104,2017-08-03,99286,2017-08-03,87730,Wealth Comes in Many Forms,2017-08-03,,,490.41228376362477,,,,,,,,,,,777.7322808592621,388.3945325921294,RetirementBrokerage,True,True,0,2017-08-01,Active,2017-08-03,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,313.6410574259831,863.7145382811644,254.1782685672318
44497.843681579325,,,,2017-08-31,1006,464.4007264898062,805.4769131952577,True,5,2017-08-03,56825,2017-08-03,132984,More Generous Investing,2017-08-03,,,193.18603451836307,,,,,,,,,,,129.75105680577076,958.1805998847186,RetirementPlan,True,True,1,2017-08-01,Active,2017-08-03,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,576.7187779277534,315.33729682489576,733.1199980965222
44497.843681579325,,,,2017-08-31,1006,634.9630068515418,388.72400529378547,True,141,,87052,,123455,,2018-09-10,,,93.00520968932369,,,,,,,,,,,947.2425971585952,570.2584510256687,ManagedPortfolio,True,False,2,2017-08-01,Inactive,2017-08-03,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,761.6524411784336,707.3837610512935,540.7293402059712
154092.12732018877,,,,2016-12-31,1007,276.0673131140108,182.16311569275427,True,122,2016-12-23,66550,2016-12-23,79863,Now Prove It,2016-12-23,,,438.81069965685805,,,,,,,,,,,470.4656547052123,197.57908266835722,Brokerage,True,True,5,2016-12-01,Active,2016-12-23,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,821.8790738229134,788.9141405742772,641.3471693868402
154092.12732018877,,,,2016-12-31,1007,145.6506856140832,388.9812280991002,False,0.0,,77133,,77813,,2017-12-03,,,561.7170410473574,,,,,,,,,,,615.9657410144426,28.613455924820375,Savings,True,False,2,2016-12-01,Inactive,2016-12-23,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,119.43218960593427,432.9971571757996,12.844825990087433
154092.12732018877,,,,2016-12-31,1007,855.8166669078466,790.5495313592817,True,82,2016-12-23,52883,2016-12-23,104479,More Generous Investing,2016-12-23,,,665.7684667321305,,,,,,,,,,,172.35099090069355,453.86502233898165,FinancialPlan,True,True,2,2016-12-01,Active,2016-12-23,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,514.4372497546885,755.6896451412514,490.0290873384464
154092.12732018877,,,,2016-12-31,1007,598.235723519726,579.769864873218,True,132,2016-12-23,48033,2016-12-23,65558,The Best Things in Life Are Not Fees,2016-12-23,,,723.9123776484321,,,,,,,,,,,274.3407952385769,574.6541252916735,RetirementBrokerage,True,True,4,2016-12-01,Active,2016-12-23,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,860.6974558910001,700.5947684138306,439.5412095029756
154092.12732018877,,,,2016-12-31,1007,456.0349394401801,232.6826875135837,True,23,2016-12-23,95288,2016-12-23,85749,Wealth Comes in Many Forms,2016-12-23,,,24.855908309660705,,,,,,,,,,,637.3084358755904,352.77893732015144,RetirementPlan,True,True,5,2016-12-01,Active,2016-12-23,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,926.0271081290512,290.5383423928073,877.3605691533559
24225.11996875623,,,,2018-02-28,1008,439.9847581535578,471.1159068305121,True,53,2018-02-03,48576,2018-02-03,121511,Now Prove It,2018-02-03,,,390.15187383526285,,,,,,,,,,,385.23456322359846,900.8853403514719,FinancialPlan,True,True,0,2018-02-01,Active,2018-02-03,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60.390616450203154,559.7776087898743,392.31238706942696
24225.11996875623,,,,2018-02-28,1008,191.10450382828293,63.81186453358389,True,136,,84175,,45389,,2018-03-11,,,237.44837039509787,,,,,,,,,,,313.18317617187125,734.057642204636,RetirementBrokerage,True,False,3,2018-02-01,Inactive,2018-02-03,Inactive Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,190.56006498733325,989.7228918251635,278.46302818795124
24225.11996875623,,,,2018-02-28,1008,111.88905701849899,870.33065179032,True,19,2018-02-03,51521,2018-02-03,127224,More Generous Investing,2018-02-03,,,349.18320080713903,,,,,,,,,,,502.75043466702573,202.351070512282,RetirementPlan,True,True,1,2018-02-01,Active,2018-02-03,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,512.7653155851781,290.37642388981664,774.7747865606772
24225.11996875623,,,,2018-02-28,1008,470.217387687665,757.2342642202224,True,31,2018-02-03,123823,2018-02-03,64424,Now Prove It,2018-02-03,,,36.481533850899844,,,,,,,,,,,538.1165627445695,670.0631048869529,ManagedPortfolio,True,True,0,2018-02-01,Active,2018-02-03,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,539.5354778300165,8.642003940076023,911.22277583011
33027.21746011442,,,,2016-07-31,1009,348.18700990146203,297.6957270460786,True,48,2016-07-20,118587,2016-07-20,128554,More Generous Investing,2016-07-20,,,131.83949286364216,,,,,,,,,,,85.56525504952839,659.8661181768503,FinancialPlan,True,True,5,2016-07-01,Active,2016-07-20,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,573.1530509282292,598.3955309663364,573.547251082916
33027.21746011442,,,,2016-07-31,1009,81.2224682347809,690.9323169407087,True,141,2016-07-20,45221,2016-07-20,72772,A Loan With A View,2016-07-20,,,838.7647638002682,,,,,,,,,,,803.688565636586,880.3626222348972,RetirementBrokerage,True,True,4,2016-07-01,Active,2016-07-20,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,404.38141267814575,723.9820427255562,735.3278909667245
33027.21746011442,,,,2016-07-31,1009,783.9743721383893,304.46555718478305,True,113,2016-07-20,125610,2016-07-20,56622,Wealth Comes in Many Forms,2016-07-20,,,959.2418434742842,,,,,,,,,,,598.2295950879868,609.068512894827,RetirementPlan,True,True,1,2016-07-01,Active,2016-07-20,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,343.6080935330753,318.9295071070704,902.8846697021021
15627.044999375086,,,,2018-09-30,1010,820.9222867921582,517.764427773154,True,2,2018-09-05,68122,2018-09-05,132168,More Generous Investing,2018-09-05,,,410.02410018395227,,,,,,,,,,,295.9613013402772,351.25765603501833,RetirementBrokerage,True,True,0,2018-09-01,Active,2018-09-05,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,302.398587609659,509.1719850046138,188.11619432220988
15627.044999375086,,,,2018-09-30,1010,254.6333540277107,288.73469992275403,True,147,2018-09-05,50380,2018-09-05,89167,The Best Things in Life Are Not Fees,2018-09-05,,,657.0421501485129,,,,,,,,,,,623.8192160787511,160.76916655529894,RetirementPlan,True,True,2,2018-09-01,Active,2018-09-05,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,248.82264728456448,756.8786326030762,306.6731467576328
15627.044999375086,,,,2018-09-30,1010,249.34109587538188,566.4671208343239,True,19,2018-09-05,111443,2018-09-05,102233,Now Prove It,2018-09-05,,,778.4131541063838,,,,,,,,,,,139.30373325308543,742.5844961781262,RetirementBasic,True,True,5,2018-09-01,Active,2018-09-05,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,688.3069711539202,730.6459248805346,778.1579780899503
4906.277017004335,,,,2016-02-29,1011,230.44051082957006,328.40999918920346,True,138,2016-01-31,131593,2016-01-31,141903,Now Prove It,2016-01-31,,,509.02702028147473,,,,,,,,,,,90.086511695113,826.7419584611962,RetirementBrokerage,True,True,4,2016-01-01,Active,2016-01-31,Active Client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,446.5008243716842,380.5317362545523,60.92183641135195
